Id,PreQuestId,TaskId,Name,SpotInfoId,TargetSpotInfoId,Type,RequirePlayerLevel,TaskName,DialogOnly,MiniDialogId,StartNpcSpawnInfoId,StartNpcSpotInfoId,QuestNpcPortrait,QuestNpcName,QuestNpcDialog,FinishNpcSpawnInfoId,FinishNpcSpotInfoId,QuestNpcPortrait2,QuestNpcName2,QuestNpcDialog2,LimitTime,NeverDie,TaskRunInInstance,TaskType,TaskParam,TaskStartPosX,TaskStartPosY,TaskPerformancePosX,TaskPerformancePosY,TaskPerformanceRadius,RewardExp,RewardAdena,RewardParam1,RewardCount1,RewardParam2,RewardCount2,RewardParam3,RewardCount3,ClassTransfer,QuestBGM,BGMFinish,BGMRemain,StartNpcId,FinishNpcId,VisitNpcId,SortId
17017,17016,1,창고지기 소탕I,1701,1701,0,,산적단 투사 처치,0,,,,Resident_03_02,에디나,여긴 오엘 마훔의 보물창고야. 불을 지르면 난리가 나겠지? 그 틈에 우리는 빠져나가는 거고. 저기 저놈들을 먼저 처리하자.,,,,,,,0,0,2,"""npcInfoIdList"":""21709"",
""targetName"":""산적단 투사"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-636,2349,-636,2349,,125282,7225,510105,100,,,,,,,,,,,,17026
17018,17017,1,창고지기 소탕II,1701,1701,0,,산적단 전사 처치,0,,,,Resident_03_02,에디나,"불을 놓을 준비는 거의 끝냈어, 여기 있는 산적단 전사를 좀 처치하고 있어 줘! 마무리를 하고 올게!",,,,,,,0,0,2,"""npcInfoIdList"":""21708"",
""targetName"":""산적단 전사"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-7357,5911,-7357,5911,,127363,7230,480012,1,,,,,,,,,,,,17027
17019,17018,1,발화,1701,1701,0,239,불 지르기,0,,,,Resident_03_02,에디나,"여기에 불을 붙이자. 내가 설치한 건 마법 함정이기 때문에 순식간에 불바다가 될 거야.
<p>저기 저 오크통에 불을 붙이면 함정이 발동해서 연쇄 폭발을 일으킬 거야.",,,Resident_03_02,에디나,"이럴 수가 예상했던 것보다 불길이 크지 않아.
<p> 저길 봐! 저놈이 내가 준비해둔 마법 함정을 해제하고 있어. 어서 막아야 해.",,0,0,0,"""gadgetGroupId"" : 1707,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""발화통"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-8111,4600,-8111,4600,,127363,7230,440001,10,,,,,,,,,,,,17028
17020,17019,1,사전작업 개시,1701,1701,0,,창고지기 찾아가기,0,,,,Resident_03_02,에디나,"불을 내서 소란을 피우려면, 먼저 저 창고지기를 처치해야겠네. 믿어도 되겠지?",170021,1701,,,,,0,0,6,"""destPos"":""-7120, -276""",-7120,-276,-7120,-276,,127363,7235,480011,1,,,,,,,,,,,,17029
,,2,사전작업 개시,1701,1701,0,,로우렌 처치하기,0,1714,,,,,,,,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101701"",
""showMessage"" : ""true""",-7120,-276,-7120,-276,,,,,,,,,,,,,,,,,17030
,,3,사전작업 개시,1701,1701,0,,로우렌 처치하기,0,1715,,,,,,,,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101711"",
""showMessage"" : ""true""",-7120,-276,-7120,-276,,,,,,,,,,,,,,,,,17031
17021,17020,1,교란과 탈출 I,1701,1701,0,,보물에 불 붙이기,0,1716,170021,1701,Resident_03_02,에디나,어쩔 수 없지. 하나하나 함정을 작동시킬 수 밖에. 불 때문에 놈들이 정신 못 차릴 때 빠져나가는 거야!,,,,,,,0,0,0,"""gadgetGroupId"" : 1709,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""발화통"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-6329,-722,-6329,-722,,127363,7230,500120,1,,,,,,,,,,,,17032
17022,17021,1,교란과 탈출 II,1701,1701,0,,보물에 불 붙이기,0,1717,,,Resident_03_02,에디나,저쪽에도 있어! 서둘러!,,,,,,,0,0,0,"""gadgetGroupId"" : 1711,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""발화통"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-5796,1017,-5796,1017,,127363,7230,510103,3,,,,,,,,,,,,17033
17023,17022,1,교란과 탈출 III,1701,1701,0,,보물에 불 붙이기,0,1718,,,Resident_03_02,에디나,저 건... 좀 비싸보이네... 아깝지만 할 수 없지!,,,,,,,0,0,0,"""gadgetGroupId"" : 1713,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""발화통"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-8489,1648,-8489,1648,,127363,7235,510101,5,,,,,,,,,,,,17034
,,2,교란과 탈출 III,1701,1701,0,,불끄려는 산적 처치,0,1719,,,,,,,,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101712, 101713, 101714"",
""showMessage"" : ""true""",-8504,1675,-8504,1675,,,,,,,,,,,,,,,,,17035
17024,17023,1,교란과 탈출 IV,1701,1701,0,,빠져나오기,0,,,,Resident_03_02,에디나,제대로 된 거 같네! 이제 빠져나가자. 같이 움직이는 것보다 따로 움직이는 게 눈에 덜 띄겠지? 저 밑에서 만나!,,,Resident_03_02,에디나,허리 좀 숙여! 자신감이 좀 과한 거 아냐? 아니면 그냥 부주의한 거야?,,0,0,5,"""npcSpawnInfoId"" : 170030",-471,10339,-471,10339,,127363,7230,480010,1,,,,,,,,,,,,17036
17025,17024,1,홀로남은 두목,1701,1701,0,,두목에게로,0,1720,170030,1701,Resident_03_02,에디나,"나가는 출구는 저쪽인 거 같은데... 가는 길에 떡하니 두목이 보이네. 마침 불을 끄러 가는 바람에 주변에 다른 녀석들이 없는 거 같은데...
<p>처치하고 지나가자! 그럼 두목 앞에서 봐.",170033,1701,,,,,0,0,5,"""npcSpawnInfoId"" : 170036",-1245,17278,-1245,17278,,127363,7240,480012,1,,,,,,77,,1,,,,17037
,,2,홀로남은 두목,1701,1701,0,,이고라시 처치,0,1721,,,,,,,,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101701"",
""showMessage"" : ""true""",-1416,17281,-1416,17281,,,,,,,,,,,77,,1,,,,17038
,,3,홀로남은 두목,1701,1701,0,,이고라시 처치,0,,,,,,,,,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101715"",
""showMessage"" : ""true""",-1416,17281,-1416,17281,,,,,,,,,,,77,,1,,,,17039
17026,17025,1,산적단 소굴 탈출,1701,1701,0,,산적단 소굴에서 탈출하기,0,1722,170033,1701,Resident_03_02,에디나,성공했구나! 그런데 뭐 하고 있어? 빨리 가야지! 금방 들키고 말 거야!,,,,,,,0,0,4,"""npcSpawnGroupIdList"":""101716"",
""defaultTargeting"" : ""true"",
""showMessage"" : ""false"",
""escort"": {
""npcSpawnInfoId"" : 170048
}",-1416,17281,-1416,17281,,127363,7260,510003,1,,,,,,79,,1,,,,17040
,,2,산적단 소굴 탈출,1701,1701,0,,산적단 소굴에서 탈출하기,0,,,,,,,,,,,,,0,0,5,"""npcSpawnInfoId"" : 170051",-4015,20053,-4015,20053,,,,,,,,,,,79,,1,,,,17041
,,3,산적단 소굴 탈출,1701,1701,0,,산적단 소굴에서 탈출하기,0,,,,HardinsFollower,테오도르,바빠 보이는군. <YellowBold>[player]</>. 상아탑 마법사분들은 제 뒤로 후퇴하십시오.,,,,,,,0,0,7,"""type"" : ""Dialog""",-4015,20053,-4015,20053,,,,,,,,,,,79,,1,,,,17042
,,4,산적단 소굴 탈출,1701,1701,0,,산적단 소굴에서 탈출하기,0,,,,Resident_03_02,에디나,함께 싸워요! 테오도르 님!,,,,,,,0,0,7,"""type"" : ""Dialog""",-4015,20053,-4015,20053,,,,,,,,,,,79,,1,,,,17043
,,5,산적단 소굴 탈출,1701,1701,0,,산적단 소굴에서 탈출하기,0,,,,HardinsFollower,테오도르,부상자가 많네. 은빛용병단을 믿어 보시게. 여기는 제가 맡겠습니다. 어서 피하시지요.,,,,,,,0,0,7,"""type"" : ""Dialog""",-4015,20053,-4015,20053,,,,,,,,,,,79,,1,,,,17044
,,6,산적단 소굴 탈출,1701,1701,0,,산적단 소굴에서 탈출하기,0,,,,,,,,,,,,,0,0,9,"""name"" : ""Overwhelming_01""",-4015,20053,-4015,20053,,,,,,,,,,,,,,,,,17045
17027,17026,1,다리 위의 테오도르,1701,1702,0,,발터와 합류하기,0,,170055,1701,HardinsFollower,테오도르,"몰리를 추적하라고 했더니, 이런 곳에서 소동을 벌이고 있으면 어떡하나?
<p>상아탑 마법사들을 구출한 것은 잘했다. 일단은 안전한 곳으로 이동하자.",,,Noble_02_03,발터,안녕하십니까? 오랜만이군요. <YellowBold>[player]</>,,0,0,5,"""npcSpawnInfoId"" : 170063",-10806,26919,-10806,26919,,127363,7230,480012,1,,,,,,,,,,,,17046
17031,17027,1,한 숨 돌리기,1702,1702,0,,아이멜 소식 듣기,0,,170063,1702,Noble_02_03,발터,"아이멜은 위기는 넘겼습니다. 하지만 아직은 요양이 필요한 상태입니다.
<p>저는 아이멜과 러셀을 대신해서 파견되었습니다.",,,Resident_03_02,에디나,고마워. <YellowBold>[player]</>. 덕분에 무사히 탈출했어. 테오도르 님도 감사합니다.,,0,0,5,"""npcSpawnInfoId"" : 170060",-10065,27051,-10065,27051,,127363,7235,910008,2,,,,,,,,,,,,17047
17032,17031,1,난민이 된 이유,1702,1702,0,,테오도르와 함께 이동,0,1723,170059,1702,HardinsFollower,테오도르,시간이 없으니 먼저 움직이겠네. 상아탑이 공격받았다고 한다. ,170065,1702,HardinsFollower,테오도르,덕분에 상아탑 마법사들은 난민 신세야.,,0,0,4,"""npcSpawnGroupIdList"":""101701"",
""defaultTargeting"" : ""true"",
""showMessage"" : ""false"",
""escort"": {
""npcSpawnInfoId"" : 170064
}",-10092,27175,-10092,27175,,131077,7245,910202,1,,,,,,,,,,,,17049
17033,17032,1,스승의 명령,1702,1702,0,242,상아탑 마법사의 단서 찾기,0,1724,170065,1702,HardinsFollower,테오도르,"다크 위치들에게 붙잡혀간 상아탑 마법사들이 있다고 하니, 그 친구들부터 찾아야겠군. 다크 위치들에게서 단서를 좀 모아보게.",,,,,,,0,0,2,"""npcInfoIdList"":""21713"",
""targetName"":""다크 위치"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-15257,31489,-15257,31489,,131077,7240,911113,1,,,,,,,,,,,,17050
17034,17033,1,인장과 수호부,1702,1702,0,,가시돌기 수집,0,,170066,1702,Resident_03_02,에디나,잠깐만요. 이건 상아탑 마법사의 인장이잖아요. 이걸 다크 위치에게서 얻었다구요?,,,,,,,0,0,2,"""npcInfoIdList"":""21712"",
""targetName"":""포레스트 웜"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-7243,32940,-7243,32940,,131077,7245,510105,100,,,,,,,,,,,,17051
,,2,인장과 수호부,1702,1702,0,,가시돌기 수집,1,,,,HardinsFollower,테오도르,"다크 위치들이 상아탑 마법사들을 잡아갔거나, 죽였거나 둘 중에 하나겠군. 상아탑 마법사들도 보통은 아닐 텐데... 뭔가 대책이 필요하겠군.
<p>저기 포레스트 웜의 가시돌기를 구해오게, 그걸로 다크 위치의 흑마법에 대항할 수호부를 만들거야. 상아탑 마법사들이 다시 잡혀가는 건 막아야지.",,,,,,,0,0,17,,,,,,,,,,,,,,,,,,,,,,17052
17035,17034,1,쓸만한 재료발견,1702,1702,0,,아트록스 등껍질 수집,0,1725,170067,1702,Noble_02_03,발터,에디나양과 교대하고 나왔습니다. 오다가 본 게 있어요. 수호부를 더 강하게 만들 수 있을 거 같아요. 저쪽에 아트록스 무리가 있는 것 같습니다.,,,,,,,0,0,2,"""npcInfoIdList"":""21717"",
""targetName"":""아트록스"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-14814,35667,-14814,35667,,131077,7245,510104,50,,,,,,,,,,,,17053
17036,17035,1,포로를 찾아라,1702,1702,0,,포로 찾아 이동하기,0,1726,,,HardinsFollower,테오도르,"내가 수호부를 제작하는 동안 발터와 함께 상아탑 마법사들이 잡혀 있는지 좀 살펴보게.
<p>.. 에르제베트도 분명 이 곳을 지나갔을 텐데.. 어디로 간 거냐…",,,Noble_02_03,발터,잠시만요. 마차가 특이 하군요.,,0,0,6,"""destPos"":""-17507, 38210""",-17507,38210,-17507,38210,,131077,7240,500121,1,,,,,,,,,,,,17054
17037,17036,1,마차에 탄 사람은?,1702,1702,0,,마차 조사하기,0,,170068,1702,Noble_02_03,발터,"얼핏 뭔가 본 것 같은데... 그러니까 상아탑 마법사 같아 보이는?
<p>마차안에 누가 있나 확인해봐야겠습니다.",,,,,,,0,0,0,"""gadgetGroupId"" : 1716,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""마차"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-17610,38201,-17610,38201,,131077,7245,440011,10,,,,,,,,,,,,17055
17038,17037,1,부식성 타액,1702,1702,0,,거대 거머리의 타액 수집,0,,170068,1702,Noble_02_03,발터,"안 열리는데요? 빗장을 때려 부수기엔 너무 단단해 보이는데요... 어떻게 한다.... 음...
<p>그렇지! 저기 거대 거머리의 부식성 타액을 이용하면 될 것 같군요.",,,,,,,0,0,2,"""npcInfoIdList"":""21718"",
""targetName"":""거대 거머리"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-16536,43022,-16536,43022,,131077,7245,911019,5,,,,,,,,,,,,17056
17039,17038,1,빗장을 부숴라 I,1702,1702,0,,마차 자물쇠 파괴,0,,170068,1702,Noble_02_03,발터,거대 거머리의 부식성 타액을 자물쇠에 끼얹어 보세요. 몸에 묻지 않게 조심하세요.,,,Noble_03_02,베요네타,으악! 깜짝이야!,,0,0,0,"""gadgetGroupId"" : 1717,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""마차"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-17610,38201,-17610,38201,,131077,7255,911020,5,,,,,,,,,,,,17057
,,2,빗장을 부숴라 I,1702,1702,0,,마차 자물쇠 파괴,0,,,,Noble_02_03,발터,자물쇠가 약해졌군요. 이제 때려 부실 수 있겠네요. 마무리 부탁합니다!,,,,,,,0,0,7,"""type"" : ""Dialog""",-17855,37961,-17855,37961,,,,,,,,,,,,,,,,,17058
,,3,빗장을 부숴라 I,1702,1702,0,,마차 문 열기,0,,,,,,,,,,,,,0,0,0,"""gadgetGroupId"" : 1718,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""마차"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-17610,38201,-17610,38201,,,,,,,,,,,,,,,,,17059
17040,17039,1,베요네타 구출,1702,1702,0,,다크 위치 간수 처치,0,1727,170069,1702,Noble_03_02,베요네타,다크 위치가 아니네? 혹시 절 구하러 오셨나요?,170069,1702,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101717, 101718, 101719"",
""showMessage"" : ""true""",-17507,38210,-17507,38210,,131077,7255,480011,1,,,,,,,,,,,,17060
,,2,베요네타 구출,1702,1702,0,,다크 위치 간수 처치,1,,,,Noble_02_03,발터,인사는 잠시 미루죠! 다크 위치가 이쪽으로 오고 있습니다.,,,,,,,0,0,17,,,,,,,,,,,,,,,,,,,,,,17061
17041,17040,1,다크 위치 세찰라,1702,1702,0,,동료가 잡혀간 곳으로 가기,0,1728,170069,1702,Noble_03_02,베요네타,"다크 위치만 있는 게 아니에요! 오크들! 티막 오크들도 우리를 공격했어요.
<p>다크 위치는 붙잡은 동료들을 티막 오크에게 팔아넘기기까지 했어요. 동료 몇 명이 잡혀가는 걸 봤어요. 그들을 구출해야 해요!",170074,1702,Noble_02_03,발터,휴~! 겨우 이겼네요! 모두 괜찮으십니까?,,0,0,6,"""destPos"":""-8018, 36726""",-8018,36726,-8018,36726,,131077,7265,510105,100,,,,,,,,,,,,17062
,,2,다크 위치 세찰라,1702,1702,0,,동료가 잡혀간 곳으로 가기,0,1729,,,,,,,,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101701"",
""showMessage"" : ""true""",-8018,36726,-8018,36726,,,,,,,,,,,79,,1,,,,17063
,,3,다크 위치 세찰라,1702,1702,0,,적의 공격 막아내기,0,1730,,,,,,,,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101720, 101721, 101722"",
""showMessage"" : ""true""",-8018,36726,-8018,36726,,,,,,,,,,,79,,1,,,,17064
,,4,다크 위치 세찰라,1702,1702,0,,세찰라 처치,0,,,,Noble_02_03,발터,이제 저들의 리더 차례입니다. 방심하면 안 될 것 같군요!,,,,,,,0,1,7,"""type"" : ""Dialog""",-8018,36726,-8018,36726,,,,,,,,,,,79,,1,,,,17065
,,5,다크 위치 세찰라,1702,1702,0,,세찰라 처치,0,1732,,,,,,,,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101723"",
""showMessage"" : ""true""",-8018,36726,-8018,36726,,,,,,,,,,,79,,1,,,,17066
17051,17041,1,그들의 동맹,1702,1702,0,,티막 오크 전사 처치,0,1733,170075,1702,Noble_03_02,베요네타,지금 들떠 있을 때가 아니에요. 저기 있는 티막 오크 전사를 빨리 처리해야해요. 저놈들을 없애지 않으면 다른 다크 위치가 이 사실을 알게 될 거에요.,,,,,,,0,0,2,"""npcInfoIdList"":""21715"",
""targetName"":""티막 오크 전사"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-5421,37849,-5421,37849,,131077,7255,910008,2,,,,,,,,,,,,17067
17052,17051,1,빗장을 부숴라 II,1702,1702,0,,포로 수용용 마차 파괴,0,,170075,1702,Noble_03_02,베요네타,"대 상아탑 동맹. 아시는지 모르겠지만, 지금 상아탑을 어둠의 결사에게 점령당했어요. 졸지에 집 밖으로 쫓겨난 신세가 됐죠.
<p>그런데, 이것들이 약속이나 한 듯이 우리를 공격하기 시작했죠. 우린 제대로 된 대응도 못 하고 당할 수밖에 없었어요.
<p>티막 오크들에게도 많은 동료 마법사들이 붙잡혔어요. 그들도 구해야 해요.",,,Noble_02_03,발터,저는 테오도르 님을 찾아오겠습니다! 우리만으론 안 되겠어요!,,0,0,0,"""gadgetGroupId"" : 1722,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""마차"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-3366,35107,-3366,35107,,131077,7265,910202,1,,,,,,,,,,,,17068
,,2,빗장을 부숴라 II,1702,1702,0,,포로 수용용 마차 파괴,1,,,,Noble_02_03,발터,<YellowBold>[player]</>님. 이거 일이 점점 커지는데요? 테오도르 님이랑 함께 가야 할 거 같은데...,,,,,,,0,0,17,,,,,,,,,,,,,,,,,,,,,,17069
,,3,빗장을 부숴라 II,1702,1702,0,,포로 수용용 마차 파괴,1,,,,Noble_03_02,베요네타,저기! 저 마차! 저 안에도 상아탑 마법사가 있을 거예요! 가서 풀어줘야죠!,,,,,,,0,0,17,,,,,,,,,,,,,,,,,,,,,,17070
17053,17052,1,안녕하신가요?,1702,1702,0,,기절한 마법사의 상태 확인,0,,170076,1702,Noble_03_02,베요네타,상태가 안 좋은데? 확인 좀 해봐요!,,,,,,,0,0,0,"""gadgetGroupId"" : 1723,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""마차"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-3366,35107,-3366,35107,,136093,7260,911123,1,,,,,,,,,,,,17071
17054,17053,1,장소 확보,1702,1702,0,245,티막 오크 궁수 처치,0,,170076,1702,Noble_03_02,베요네타,"의식이 없군요. 다행히 죽지는 않았어요. 당장 치료해야겠습니다. 치료에 집중할 안전한 장소가 필요해요.
<p>주변의 오크 궁수들 좀 처치해주세요.",,,,,,,0,0,2,"""npcInfoIdList"":""21714"",
""targetName"":""티막 오크 궁수"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-2715,31352,-2715,31352,,136093,7260,510103,3,,,,,,,,,,,,17072
17055,17054,1,빗장을 부숴라 III,1702,1702,0,,붙잡힌 마법사 구출,0,,,,Noble_03_02,베요네타,저쪽에 감옥이 있는 것 같아요. 마법사들을 붙잡아 뒀을 거예요. 얼른 풀어주세요!,,,Noble_01,상아탑 마법사,감사 합니다! 얼른 도망쳐야 겠어요!,,0,0,0,"""gadgetGroupId"" : 1724,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""감옥"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-2069,32751,-2069,32751,,136093,7260,911020,5,,,,,,,,,,,,17073
17056,17055,1,적극적인 안전 확보,1702,1702,0,,티막 오크 수색대 처치,0,,,,Noble_03_02,베요네타,포로가 풀려난 것을 눈치채면 수색대를 보낼 거예요. 수색대를 처리해야 탈출한 마법사들이 안전할 수 있을 거예요. 먼저 선수를 쳐야겠어요. ,,,,,,,0,0,2,"""npcInfoIdList"":""21716"",
""targetName"":""티막 오크 수색대"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-1406,37058,-1406,37058,,136093,7260,490005,200,,,,,,,,,,,,17074
17057,17056,1,빗장을 부숴라 IV,1702,1702,0,,붙잡힌 마법사 구출,0,,,,Noble_03_02,베요네타,저기도 있군요! 오크들이 들이 닥치기 전에 서둘러요!,,,Resident_02,상아탑 마법사,"오! 세상에! 감사 합니다! 덕분에 살았군요! 이대로 오크에게 팔려가서 죽는 줄 알았습니다.
<p>다크 위치들은 우리 마법사들을 생포한 뒤, 티막 오크들에게 팔아넘기고 있었어요. 오크들에게 끌려가면 뻔한 운명이 되겠지요. 감사합니다!",,0,0,0,"""gadgetGroupId"" : 1725,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""감옥"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",187,38496,187,38496,,136093,7265,490049,10,,,,,,,,,,,,17075
17058,17057,1,어디로 가니?,1702,1702,0,,상아탑 마법사 구하기,0,,,,Noble_03_02,베요네타,이제 여기는 거의 다 찾아본 것 같네요. 저기 있는 감옥만 빼구요. 한 번만 더 수고해주세요.,,,,,,,0,0,0,"""gadgetGroupId"" : 1726,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""감옥"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-4801,39800,-4801,39800,,136093,7275,500120,1,,,,,,,,,,,,17076
,,2,어디로 가니?,1702,1702,0,,상아탑 마법사 구하기,0,,,,SmeltingMerchant_01,상아탑 마법사,감사합니다. 덕분에 살았어요.,,,,,,,0,0,7,"""type"" : ""Dialog""",-4801,39585,-4801,39585,,,,,,,,,,,,,,,,,17077
,,3,어디로 가니?,1702,1702,0,,오크 무리 쫓기,0,,,,Noble_03_02,베요네타,저기! 오크들이 어딘가로 가고 있어요!,,,,,,,0,0,6,"""destPos"":""-1874, 36644""",-1874,36644,-1874,36644,,,,,,,,,,,,,,,,,17078
,,4,어디로 가니?,1702,1702,0,,오크 무리 쫓기,0,,,,,,,,,,,,,0,0,9,"""name"" : ""TryingEscape""",-1874,36644,-1874,36644,,,,,,,,,,,,,,,,,17079
17059,17058,1,포로들의 운명,1702,1702,0,,마법사를 구출하러 가기,0,1734,170077,1702,Noble_03_02,베요네타,오크들에게 끌려간 마법사들의 운명은 뻔해요. 고문당한 뒤에 처형당하겠죠! 그들을 구해야 해요!,,,Noble_03_02,베요네타,적이 너무 많아! 지나갈 수가 없어요!,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101724, 101725, 101726"",
""showMessage"" : ""true""",-245,34565,-245,34565,,136093,7270,510103,3,,,,,,77,,1,,,,17080
17060,17059,1,테오도르 재합류,1702,1702,0,,테오도르와 합류하기,0,,,,Noble_02_03,발터,여깁니다! <YellowBold>[player]</>! 테오도르 님을 모셔왔어요!,,,HardinsFollower,테오도르,<YellowBold>[player]</>! 에르제베트와 몰리를 발견했다! 서둘러야 하네!,,0,0,5,"""npcSpawnInfoId"" : 170079",-2583,34729,-2583,34729,,136093,7260,440001,10,,,,,,77,,1,,,,17081
17061,17060,1,도발과 모욕,1702,1702,0,,정면돌파 시도하기,0,1735,170079,1702,HardinsFollower,테오도르,망설일 필요 없네! 정면돌파하겠다!,170089,1702,,,,,0,0,4,"""npcSpawnGroupIdList"":""101727"",
""defaultTargeting"" : ""true"",
""showMessage"" : ""false"",
""escort"": {
""npcSpawnInfoId"" : 170082
}",-2274,34826,-2274,34826,,136093,7280,910203,1,,,,,,77,,1,,,,17082
,,2,도발과 모욕,1702,1702,0,,정면돌파 시도하기,0,1736,,,,,,,,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101701"",
""showMessage"" : ""true""",616,34619,616,34619,,,,,,,,,,,8,,,,,,17083
,,3,도발과 모욕,1702,1702,0,,그림스톤 처치,0,,,,,,,,,,,,,0,0,4,"""progressType"":""Clear"",
""npcSpawnGroupIdList"":""101728"",
""showMessage"" : ""true""",616,34619,616,34619,,,,,,,,,,,8,,1,,,,17084
17071,17061,1,정면돌파,1702,1702,0,,티막 오크 보초병 처치하기,0,1737,170089,1702,HardinsFollower,테오도르,에르제베트가 여길 지나갔다. 어서 가자!,,,,,,,0,0,2,"""npcInfoIdList"":""21722"",
""targetName"":""티막 오크 보초병"",
""totalCount"":20,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",3248,32441,3248,32441,,136093,7285,420003,2,,,,,,,,,,,,17085
,,2,정면돌파,1702,1702,0,,티막 오크 보초병 처치하기,1,,,,Noble_03_02,베요네타,저는 여기까지예요! 다크 위치들에게서 풀려난 동료들을 안전한 곳으로 대피시켜야 해요.,,,,,,,0,0,17,,,,,,,,,,,,,,,,,,,,,,17086
,,3,정면돌파,1702,1702,0,,티막 오크 보초병 처치하기,1,,,,HardinsFollower,테오도르,알겠네! 자네의 나머지 동료들은 우리가 맡지!,,,,,,,0,0,17,,,,,,,,,,,,,,,,,,,,,,17087
17072,17071,1,수레 위의 불길한 것,1702,1702,0,,수상한 물건 확인하기,0,,,,Noble_02_03,발터,테오도르 님! 저기 이상한 수레가 있습니다. 수레에 실려 있는 건... 마치 폭탄 같이 보이는데요?,,,HardinsFollower,테오도르,이건... 확실히 폭탄이로군... 좀... 조잡하고 엉성해 보이지만 위험한 것만은 확실하군.,,0,0,6,"""destPos"":""2497, 36490""",2497,36490,2497,36490,,136093,7285,911113,1,,,,,,,,,,,,17088
,,2,수레 위의 불길한 것,1702,1702,0,,수상한 물건 확인하기,0,,,,HardinsFollower,테오도르,이건 폭탄이군... 불길하니 조사하고 가는 것이 좋겠다.,,,,,,,0,0,7,"""type"" : ""Dialog""",3233,36226,3233,36226,,,,,,,,,,,,,,,,,17089
,,3,수레 위의 불길한 것,1702,1702,0,,수상한 물건 확인하기,0,,,,,,,,,,,,,0,0,6,"""destPos"":""3233, 36226""",3233,36226,3233,36226,,,,,,,,,,,,,,,,,17090
