���yG=QkoupId,NpcInfoId,NPCTalk,TeamId,IsStatic,Visible,InitialSpawning,Period,Despawn,Repeatable,Count,MaxConcurrentCount,Radius,MoveRadius,PosX,PosY,PosZ,RotateY,MovePath,LeaderNpcSpawnInfoId,MapMark,IsBattleStatistics
2010096,201,30106,,1,1,1,1,5,0,1,1,1,260,500,50221,-3101,22,89,,,1,0
2010097,201,30106,,1,1,1,1,5,0,1,1,1,260,500,50982,-3872,22,89,,,1,0
2010098,201,30106,,1,1,1,1,5,0,1,1,1,260,500,50982,-3101,22,89,,,1,0
2010099,201,30107,,1,1,1,1,5,0,1,1,1,260,500,51907,103,22,89,,,1,0
2010100,201,30107,,1,1,1,1,5,0,1,1,1,260,500,51907,-664,22,89,,,1,0
2010101,201,30107,,1,1,1,1,5,0,1,1,1,260,500,51907,-1427,22,89,,,1,0
2010102,201,30107,,1,1,1,1,5,0,1,1,1,260,500,51138,103,22,89,,,1,0
2010103,201,30107,,1,1,1,1,5,0,1,1,1,260,500,51138,-664,22,89,,,1,0
2010104,201,30107,,1,1,1,1,5,0,1,1,1,260,500,51138,-1427,22,89,,,1,0
2010105,201,30107,,1,1,1,1,5,0,1,1,1,260,500,50371,103,22,89,,,1,0
2010106,201,30107,,1,1,1,1,5,0,1,1,1,260,500,50371,-664,22,89,,,1,0
2010107,201,30107,,1,1,1,1,5,0,1,1,1,260,500,50371,-1427,22,89,,,1,0
2010108,201,30107,,1,1,1,1,5,0,1,1,1,260,500,49610,103,22,89,,,1,0
2010109,201,30107,,1,1,1,1,5,0,1,1,1,260,500,49610,-664,22,89,,,1,0
2010110,201,30107,,1,1,1,1,5,0,1,1,1,260,500,49610,-1427,22,89,,,1,0
2010111,201,30107,,1,1,1,1,5,0,1,1,1,260,500,48854,103,22,89,,,1,0
2010112,201,30107,,1,1,1,1,5,0,1,1,1,260,500,48854,-664,22,89,,,1,0
2010113,201,30107,,1,1,1,1,5,0,1,1,1,260,500,48854,-1427,22,89,,,1,0
2010114,201,30107,,1,1,1,1,5,0,1,1,1,260,500,48093,103,22,89,,,1,0
2010115,201,30107,,1,1,1,1,5,0,1,1,1,260,500,48093,-664,22,89,,,1,0
2010116,201,30107,,1,1,1,1,5,0,1,1,1,260,500,48093,-1427,22,89,,,1,0
2010117,201,30108,,1,1,1,1,15,0,1,1,1,260,500,43862,6595,0,0,,,1,0
2010118,201,30108,,1,1,1,1,15,0,1,1,1,260,500,44638,6600,0,0,,,1,0
2010119,201,30108,,1,1,1,1,15,0,1,1,1,260,500,43910,7357,0,0,,,1,0
2010120,201,30108,,1,1,1,1,15,0,1,1,1,260,500,44653,7357,0,0,,,1,0
2010121,201,30108,,1,1,1,1,15,0,1,1,1,260,500,42330,6336,0,0,,,1,0
2010122,201,30108,,1,1,1,1,15,0,1,1,1,260,500,43087,6336,0,0,,,1,0
2010123,201,30108,,1,1,1,1,15,0,1,1,1,260,500,42330,7098,0,0,,,1,0
2010124,201,30108,,1,1,1,1,15,0,1,1,1,260,500,43087,7098,0,0,,,1,0
2010125,201,30108,,1,1,1,1,15,0,1,1,1,260,500,42330,7860,0,0,,,1,0
2010126,201,30108,,1,1,1,1,15,0,1,1,1,260,500,43087,7860,0,0,,,1,0
2010127,201,30108,,1,1,1,1,15,0,1,1,1,260,500,42330,8622,0,0,,,1,0
2010128,201,30108,,1,1,1,1,15,0,1,1,1,260,500,43087,8622,0,0,,,1,0
2010129,201,30108,,1,1,1,1,15,0,1,1,1,260,500,43835,4808,0,0,,,1,0
2010130,201,30108,,1,1,1,1,15,0,1,1,1,260,500,43835,5570,0,0,,,1,0
2010131,201,30108,,1,1,1,1,15,0,1,1,1,260,500,44597,4808,0,0,,,1,0
2010132,201,30108,,1,1,1,1,15,0,1,1,1,260,500,44597,5570,0,0,,,1,0
2010133,201,30109,,1,1,1,1,15,0,1,1,1,260,500,45423,5837,0,0,,,1,0
2010135,201,30109,,1,1,1,1,15,0,1,1,1,260,500,46190,5837,0,0,,,1,0
2010136,201,30109,,1,1,1,1,15,0,1,1,1,260,500,45423,6593,0,0,,,1,0
2010137,201,30109,,1,1,1,1,15,0,1,1,1,260,500,46190,6593,0,0,,,1,0
2010138,201,30109,,1,1,1,1,15,0,1,1,1,260,500,45423,7360,0,0,,,1,0
2010139,201,30109,,1,1,1,1,15,0,1,1,1,260,500,46190,7360,0,0,,,1,0
2010140,201,30109,,1,1,1,1,15,0,1,1,1,260,500,45423,8124,0,0,,,1,0
2010141,201,30109,,1,1,1,1,15,0,1,1,1,260,500,46190,8124,0,0,,,1,0
2010142,201,30109,,1,1,1,1,15,0,1,1,1,260,500,45423,8880,0,0,,,1,0
2010143,201,30109,,1,1,1,1,15,0,1,1,1,260,500,46190,8880,0,0,,,1,0
2010144,201,30109,,1,1,1,1,15,0,1,1,1,260,500,44667,8124,0,0,,,1,0
2010145,201,30109,,1,1,1,1,15,0,1,1,1,260,500,44667,8880,0,0,,,1,0
2010146,201,30109,,1,1,1,1,15,0,1,1,1,260,500,43911,8124,0,0,,,1,0
2010147,201,30109,,1,1,1,1,15,0,1,1,1,260,500,43911,8880,0,0,,,1,0
2010148,201,30109,,1,1,1,1,10,0,1,1,1,260,500,50976,7144,22,0,,,1,0
2010153,201,30109,,1,1,1,1,10,0,1,1,1,260,500,50214,7102,22,0,,,1,0
2010154,201,30109,,1,1,1,1,10,0,1,1,1,260,500,51733,7102,22,0,,,1,0
2010155,201,30109,,1,1,1,1,10,0,1,1,1,260,500,50214,6345,22,0,,,1,0
2010156,201,30109,,1,1,1,1,10,0,1,1,1,260,500,50976,6345,22,0,,,1,0
2010157,201,30109,,1,1,1,1,10,0,1,1,1,260,500,51733,6345,22,0,,,1,0
2010158,201,30109,,1,1,1,1,10,0,1,1,1,260,500,50214,5579,22,0,,,1,0
2010159,201,30109,,1,1,1,1,10,0,1,1,1,260,500,50976,5579,22,0,,,1,0
2010160,201,30109,,1,1,1,1,10,0,1,1,1,260,500,51733,5579,22,0,,,1,0
2010161,201,30109,,1,1,1,1,10,0,1,1,1,260,500,50214,4822,22,0,,,1,0
2010162,201,30109,,1,1,1,1,10,0,1,1,1,260,500,50976,4822,22,0,,,1,0
2010163,201,30109,,1,1,1,1,10,0,1,1,1,260,500,51733,4822,22,0,,,1,0
2010164,201,30110,,1,1,1,1,10,0,1,1,1,260,500,47869,8741,22,0,,,1,0
2010165,201,30110,,1,1,1,1,10,0,1,1,1,260,500,48632,8741,22,0,,,1,0
2010166,201,30110,,1,1,1,1,10,0,1,1,1,260,500,47869,7978,22,0,,,1,0
2010167,201,30110,,1,1,1,1,10,0,1,1,1,260,500,48632,7978,22,0,,,1,0
2010168,201,30110,,1,1,1,1,10,0,1,1,1,260,500,47869,7221,22,0,,,1,0
2010169,201,30110,,1,1,1,1,10,0,1,1,1,260,500,48632,7221,22,0,,,1,0
2010170,201,30110,,1,1,1,1,10,0,1,1,1,260,500,47869,6458,22,0,,,1,0
2010171,201,30110,,1,1,1,1,10,0,1,1,1,260,500,48632,6458,22,0,,,1,0
2010172,201,30110,,1,1,1,1,10,0,1,1,1,260,500,47869,5701,22,0,,,1,0
2010173,201,30110,,1,1,1,1,10,0,1,1,1,260,500,48632,5701,22,0,,,1,0
2010174,201,30111,,1,1,1,1,5,0,1,1,1,260,500,44821,-7355,968,0,,,1,0
2010175,201,30111,,1,1,1,1,5,0,1,1,1,260,500,44066,-7355,968,0,,,1,0
2010176,201,30111,,1,1,1,1,5,0,1,1,1,260,500,43299,-7355,968,0,,,1,0
2010177,201,30111,,1,1,1,1,5,0,1,1,1,260,500,44821,-8122,968,0,,,1,0
2010178,201,30111,,1,1,1,1,5,0,1,1,1,260,500,44066,-8122,968,0,,,1,0
2010179,201,30111,,1,1,1,1,5,0,1,1,1,260,500,43299,-8122,968,0,,,1,0
2010180,201,30111,,1,1,1,1,5,0,1,1,1,260,500,43299,-8883,968,89,,,1,0
2010181,201,30111,,1,1,1,1,5,0,1,1,1,260,500,47522,-12153,968,0,,,1,0
2010182,201,30111,,1,1,1,1,5,0,1,1,1,260,500,46767,-12153,968,0,,,1,0
2010183,201,30111,,1,1,1,1,5,0,1,1,1,260,500,46000,-12153,968,0,,,1,0
2010184,201,30111,,1,1,1,1,5,0,1,1,1,260,500,47522,-12920,968,0,,,1,0
2010185,201,30111,,1,1,1,1,5,0,1,1,1,260,500,46767,-12920,968,0,,,1,0
2010186,201,30111,,1,1,1,1,5,0,1,1,1,260,500,46000,-12920,968,0,,,1,0
2010187,201,30111,,1,1,1,1,5,0,1,1,1,260,500,47522,-11396,968,0,,,1,0
2010188,201,30112,,1,1,1,1,5,0,1,1,1,260,500,47607,-7332,968,0,,,1,0
2010189,201,30112,,1,1,1,1,5,0,1,1,1,260,500,46853,-7332,968,0,,,1,0
2010190,201,30112,,1,1,1,1,5,0,1,1,1,260,500,46082,-7332,968,0,,,1,0
2010191,201,30112,,1,1,1,1,5,0,1,1,1,260,500,47607,-8086,968,0,,,1,0
2010192,201,30112,,1,1,1,1,5,0,1,1,1,260,500,46853,-8086,968,0,,,1,0
2010193,201,30112,,1,1,1,1,5,0,1,1,1,260,500,46082,-8086,968,0,,,1,0
2010194,201,30112,,1,1,1,1,5,0,1,1,1,260,500,47607,-8840,968,89,,,1,0
2010195,201,30112,,1,1,1,1,5,0,1,1,1,260,500,44835,-12275,968,0,,,1,0
2010196,201,30112,,1,1,1,1,5,0,1,1,1,260,500,44081,-12275,968,0,,,1,0
2010197,201,30112,,1,1,1,1,5,0,1,1,1,260,500,43310,-12275,968,0,,,1,0
2010198,201,30112,,1,1,1,1,5,0,1,1,1,260,500,44835,-13029,968,0,,,1,0
2010199,201,30112,,1,1,1,1,5,0,1,1,1,260,500,44081,-13029,968,0,,,1,0
2010200,201,30112,,1,1,1,1,5,0,1,1,1,260,500,43310,-13029,968,0,,,1,0
2010201,201,30112,,1,1,1,1,5,0,1,1,1,260,500,43310,-11495,968,0,,,1,0
2019981,201,30181,,1,1,1,1,600,0,1,1,1,1,300,42727,5190,9,0,,,1,0
2019984,201,30182,,1,1,1,1,600,0,1,1,1,1,300,51005,8640,22,0,,,1,0
2019982,201,30183,,1,1,1,1,600,0,1,1,1,1,300,50988,-9170,314,89,,,1,0
2019983,201,30184,,1,1,1,1,600,0,1,1,1,1,300,45513,-10154,968,89,,,1,0
2020001,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-13268,-9721,1024,0,,,1,0
2020002,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-14029,-9721,1024,0,,,1,0
2020003,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-13268,-8963,1024,0,,,1,0
2020004,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-14029,-8963,1024,0,,,1,0
2020005,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-13268,-8202,1024,0,,,1,0
2020006,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-13268,-7444,1024,0,,,1,0
2020007,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-14029,-7444,1024,0,,,1,0
2020008,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-13268,-6665,1024,0,,,1,0
2020009,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-14029,-6665,1024,0,,,1,0
2020010,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-14029,-5907,1024,0,,,1,0
2020011,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-14611,-8589,1024,0,,,1,0
2020012,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-15372,-8589,1024,0,,,1,0
2020013,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-14611,-7831,1024,0,,,1,0
2020014,202,30201,,1,1,1,1,15,0,1,1,1,260,500,-15372,-7831,1024,0,,,1,0
2020015,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-25191,-1577,1024,0,,,1,0
2020016,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-24519,-7237,1024,0,,,1,0
2020017,202,30202,,1,1,1,1,10,0,1,1,1,150,500,-24519,-6476,1024,0,,,1,0
2020018,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-23861,-7594,1024,0,,,1,0
2020019,202,30202,,1,1,1,1,10,0,1,1,1,0,500,-23861,-6833,1024,0,,,1,0
2020020,202,30202,,1,1,1,1,10,0,1,1,1,100,500,-23209,-7960,1024,0,,,1,0
2020021,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-23209,-7199,1024,0,,,1,0
2020022,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-22447,-7960,1024,0,,,1,0
2020023,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-22447,-7199,1024,0,,,1,0
2020024,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-21685,-7960,1024,0,,,1,0
2020025,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-21685,-7199,1024,0,,,1,0
2020026,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-20913,-7960,1024,0,,,1,0
2020027,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-20913,-7199,1024,0,,,1,0
2020028,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-20154,-7960,1024,0,,,1,0
2020029,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-20154,-7199,1024,0,,,1,0
2020030,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-22447,-8712,1024,0,,,1,0
2020031,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-21685,-8712,1024,0,,,1,0
2020032,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-22447,-9471,1024,0,,,1,0
2020033,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-22447,-10231,1024,0,,,1,0
2020034,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-21685,-6426,1024,0,,,1,0
2020035,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-20913,-6426,1024,0,,,1,0
2020036,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-25191,-821,1024,0,,,1,0
2020037,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-24527,-1196,1024,0,,,1,0
2020038,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-24527,-440,1024,0,,,1,0
2020039,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-23863,-824,1024,0,,,1,0
2020040,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-23863,-68,1024,0,,,1,0
2020041,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-23098,-824,1024,0,,,1,0
2020042,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-23098,-68,1024,0,,,1,0
2020043,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-22331,-824,1024,0,,,1,0
2020044,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-22331,-68,1024,0,,,1,0
2020045,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-22696,-1470,1024,0,,,1,0
2020046,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-21929,-1470,1024,0,,,1,0
2020047,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-21929,-2234,1024,0,,,1,0
2020048,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-21929,-3000,1024,0,,,1,0
2020049,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-21176,-3000,1024,0,,,1,0
2020050,202,30202,,1,1,1,1,10,0,1,1,1,260,500,-21176,-3771,1024,0,,,1,0
2020051,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-31495,-1130,1024,0,,,1,0
2020052,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-32218,-1388,1024,0,,,1,0
2020053,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-32493,-2099,1024,0,,,1,0
2020054,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-32109,-2764,1024,0,,,1,0
2020055,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-31369,-2621,1024,0,,,1,0
2020056,202,30203,,1,1,1,1,10,0,1,1,1,150,500,-25741,-5299,1024,0,,,1,0
2020057,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-30836,-1497,1024,0,,,1,0
2020058,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-26504,-5299,1024,0,,,1,0
2020059,202,30203,,1,1,1,1,10,0,1,1,1,0,500,-26501,-4533,1024,0,,,1,0
2020060,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-27264,-4533,1024,0,,,1,0
2020061,202,30203,,1,1,1,1,10,0,1,1,1,0,500,-26881,-3862,1024,0,,,1,0
2020062,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-29157,-4612,1024,0,,,1,0
2020063,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-28394,-3862,1024,0,,,1,0
2020064,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-29157,-3862,1024,0,,,1,0
2020065,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-28394,-3096,1024,0,,,1,0
2020066,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-29157,-3096,1024,0,,,1,0
2020067,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-28013,-4512,1024,0,,,1,0
2020068,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-27644,-3099,1024,0,,,1,0
2020069,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-29772,-5034,1024,0,,,1,0
2020070,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-30278,-5585,1024,0,,,1,0
2020071,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-27110,-2561,1024,0,,,1,0
2020072,202,30203,,1,1,1,1,10,0,1,1,1,260,500,-27304,-1819,1024,0,,,1,0
2020073,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-27794,-9326,1024,0,,,1,0
2020075,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-23848,-19946,1024,0,,,1,0
2020076,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-24598,-19946,1024,0,,,1,0
2020079,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-23848,-19181,1024,0,,,1,0
2020080,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-24598,-19181,1024,0,,,1,0
2020081,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-22329,-18416,1024,0,,,1,0
2020082,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-23079,-18416,1024,0,,,1,0
2020083,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-23848,-18416,1024,0,,,1,0
2020084,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-24598,-18416,1024,0,,,1,0
2020085,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-21559,-17644,1024,0,,,1,0
2020086,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-23079,-17651,1024,0,,,1,0
2020087,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-23848,-17651,1024,0,,,1,0
2020088,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-24598,-17651,1024,0,,,1,0
2020089,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-22329,-16874,1024,0,,,1,0
2020090,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-23079,-16874,1024,0,,,1,0
2020091,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-23848,-16874,1024,0,,,1,0
2020092,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-24598,-16874,1024,0,,,1,0
2020093,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-22329,-16118,1024,0,,,1,0
2020094,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-23079,-16118,1024,0,,,1,0
2020095,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-23848,-16118,1024,0,,,1,0
2020096,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-21559,-18416,1024,0,,,1,0
2020097,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-21559,-16874,1024,0,,,1,0
2020098,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-21559,-16118,1024,0,,,1,0
2020099,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-20798,-16874,1024,0,,,1,0
2020100,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-20798,-16118,1024,0,,,1,0
2020102,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-27038,-9326,1024,0,,,1,0
2020103,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-26272,-9326,1024,0,,,1,0
2020104,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-27794,-8576,1024,0,,,1,0
2020105,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-27038,-10091,1024,0,,,1,0
2020106,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-26272,-10091,1024,0,,,1,0
2020107,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-26272,-10851,1024,0,,,1,0
2020108,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-25624,-9691,1024,0,,,1,0
2020109,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-26272,-11611,1024,0,,,1,0
2020110,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-25509,-11611,1024,0,,,1,0
2020111,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-24729,-11611,1024,0,,,1,0
2020112,202,30204,,1,1,1,1,5,0,1,1,1,260,500,-25893,-12264,1024,0,,,1,0
2020113,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26734,-13482,1024,0,,,1,0
2020114,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26892,-16205,1024,0,,,1,0
2020115,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26115,-16205,1024,0,,,1,0
2020116,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26892,-16968,1024,0,,,1,0
2020117,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26115,-16968,1024,0,,,1,0
2020118,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26892,-17745,1024,0,,,1,0
2020119,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26115,-17745,1024,0,,,1,0
2020120,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26892,-18508,1024,0,,,1,0
2020121,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-27662,-17745,1024,0,,,1,0
2020122,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26892,-19271,1024,0,,,1,0
2020123,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26115,-19271,1024,0,,,1,0
2020124,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26892,-20044,1024,0,,,1,0
2020125,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-26115,-20044,1024,0,,,1,0
2020126,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-27662,-18508,1024,0,,,1,0
2020127,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-27662,-19271,1024,0,,,1,0
2020128,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-27662,-20044,1024,0,,,1,0
2020129,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-28409,-17745,1024,0,,,1,0
2020130,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-28409,-18508,1024,0,,,1,0
2020131,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-28409,-19271,1024,0,,,1,0
2020132,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-28409,-20044,1024,0,,,1,0
2020133,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29178,-20804,1024,0,,,1,0
2020134,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29178,-19271,1024,0,,,1,0
2020135,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29178,-20044,1024,0,,,1,0
2020136,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-27492,-13482,1024,0,,,1,0
2020137,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-28255,-13482,1024,0,,,1,0
2020138,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-27492,-12726,1024,0,,,1,0
2020139,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-28255,-12726,1024,0,,,1,0
2020140,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-27492,-11953,1024,0,,,1,0
2020141,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-28255,-11953,1024,0,,,1,0
2020142,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29011,-11953,1024,0,,,1,0
2020143,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29774,-11953,1024,0,,,1,0
2020144,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29011,-11186,1024,0,,,1,0
2020145,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29774,-11186,1024,0,,,1,0
2020146,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29011,-10424,1024,0,,,1,0
2020147,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29774,-10424,1024,0,,,1,0
2020148,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29011,-9672,1024,0,,,1,0
2020149,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29774,-9672,1024,0,,,1,0
2020150,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-30541,-11186,1024,0,,,1,0
2020151,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-30541,-10424,1024,0,,,1,0
2020152,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-30541,-9672,1024,0,,,1,0
2020153,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-30541,-8889,1024,0,,,1,0
2020154,202,30205,,1,1,1,1,5,0,1,1,1,260,500,-29011,-12722,1024,0,,,1,0
2020155,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-19001,-15992,1024,0,,,1,0
2020156,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-18179,-9405,1024,0,,,1,0
2020157,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-17424,-9405,1024,0,,,1,0
2020158,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-18233,-15992,1024,0,,,1,0
2020159,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-17462,-16756,1024,0,,,1,0
2020160,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-17462,-15992,1024,0,,,1,0
2020161,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-16697,-16756,1024,0,,,1,0
2020162,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-16697,-15992,1024,0,,,1,0
2020163,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-15930,-16507,1024,0,,,1,0
2020164,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-15930,-15743,1024,0,,,1,0
2020165,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-15198,-16309,1024,0,,,1,0
2020166,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-15198,-15545,1024,0,,,1,0
2020167,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-14542,-15935,1024,0,,,1,0
2020168,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-14542,-15171,1024,0,,,1,0
2020169,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-13800,-15347,1024,0,,,1,0
2020170,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-13800,-14583,1024,0,,,1,0
2020171,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-13065,-14650,1024,0,,,1,0
2020172,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-13065,-13886,1024,0,,,1,0
2020173,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-13065,-13121,1024,0,,,1,0
2020174,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-13065,-12357,1024,0,,,1,0
2020175,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-12304,-13121,1024,0,,,1,0
2020176,202,30206,,1,1,1,1,15,0,1,1,1,260,500,-12304,-12357,1024,0,,,1,0
