Key,Command,Value
331000150005,,หินอัญเชิญมอนสเตอร์หายาก - โอเรน 3 ชิ้น
331000150006,,หินอัญเชิญมอนสเตอร์หายาก - กีรัน 3 ชิ้น
331000150007,,โพชั่นพลังชีวิตระดับสูง 20 ชิ้น
331000150008,,เหรียญแคลน 350 ชิ้น
331000151001,,ผ้ามนตราพินาศ 5 ชิ้น
331000151002,,ผ้ามนตราบริสุทธิ์ 5 ชิ้น
331000151003,,ผ้ามนตรา 5 ชิ้น
331000151004,,เข็มมนตรา 5 ชิ้น
331000151005,,แพ็กเกจพัฒนาผ้าคลุมในร้านค้าจำกัด
331000152001,,แพ็กเกจใบเสริมแกร่งรับพรในร้านค้าจำกัด
331000152002,,ใบเสริมแกร่งอุปกรณ์สัตว์ขี่
331000152003,,กล่องเลือกหินเลื่อนขั้น
331000152004,,กล่อง 300 สกิลพอยท์
331000152005,,ใบเสริมแกร่งเครื่องป้องกันรับพร 2 ชิ้น
331000152006,,ใบเสริมแกร่งอาวุธรับพร 2 ชิ้น
331000152007,,ใบเสริมแกร่งเครื่องประดับรับพร 2 ชิ้น
331000152008,,กล่องเลือกหินเลื่อนขั้น 5 ชิ้น
331000152009,,ขนนกสันติภาพ (15 นาที)
331000152010,,กล่องสุ่มหน้าหนังสือสกิลระดับสูง
333000150001,,"จะได้รับผ้ามนตราพินาศ 3 ชิ้น
ใช้ในการเปลี่ยนแปลงผลครอบครองผ้าคลุมพินาศสีแดง"
333000150002,,"จะได้รับผ้ามนตราบริสุทธิ์ 3 ชิ้น
ใช้ในการเปลี่ยนแปลงผลครอบครองผ้าคลุมเลือดบริสุทธิ์"
333000150003,,"จะได้รับผ้ามนตรา 3 ชิ้น
ใช้ในการเปลี่ยนแปลงผลครอบครองผ้าคลุมส่วนตัว"
333000150004,,"จะได้รับเข็มมนตรา 3 ชิ้น
ใช้ในการคงผลครอบครองผ้าคลุม"
333000150005,,จะเลือกอัญเชิญมอนสเตอร์หายากในพื้นที่โอเรนได้
333000150006,,จะเลือกอัญเชิญมอนสเตอร์หายากในพื้นที่กีรันได้
333000150007,,เมื่อใช้ จะฟื้นฟูพลังชีวิตในปริมาณมาก
333000150008,,เหรียญที่ใช้ซื้อไอเทมในร้านค้าแคลน
333000151001,,"จะได้รับผ้ามนตราพินาศ 5 ชิ้น
ใช้ในการเปลี่ยนแปลงผลครอบครองผ้าคลุมพินาศสีแดง"
333000151002,,"จะได้รับผ้ามนตราบริสุทธิ์ 5 ชิ้น
ใช้ในการเปลี่ยนแปลงผลครอบครองผ้าคลุมเลือดบริสุทธิ์"
333000151003,,"จะได้รับผ้ามนตรา 5 ชิ้น
ใช้ในการเปลี่ยนแปลงผลครอบครองผ้าคลุมส่วนตัว"
333000151004,,"จะได้รับเข็มมนตรา 5 ชิ้น
ใช้ในการคงผลครอบครองผ้าคลุม"
333000151005,,"จะได้รับกล่องเลือกผ้ามนตราพิเศษ 5 ชิ้น และเข็มมนตรา 10 ชิ้น 
※ กล่องเลือกผ้ามนตราพิเศษ คืออะไร? 
- กล่องที่เลือกรับได้ 1 ชิ้น จากผ้ามนตราพินาศ และผ้ามนตราบริสุทธิ์"
333000152001,,"จะได้รับกล่องเลือกใบเสริมแกร่งรับพร 3 ชิ้น, ชิ้นส่วนผลึกคุ้มครองแห่งมาร์พ 20 ชิ้น"
333000152002,,จะได้รับใบเสริมแกร่งอุปกรณ์สัตว์ขี่ 1 ชิ้น
333000152003,,จะได้รับกล่องเลือกหินเลื่อนขั้น 1 ชิ้น
333000152004,,จะได้รับกล่อง 300 สกิลพอยท์
333000152005,,จะได้รับใบเสริมแกร่งเครื่องป้องกันรับพร 2 ชิ้น
333000152006,,จะได้รับใบเสริมแกร่งอาวุธรับพร 2 ชิ้น
333000152007,,จะได้รับใบเสริมแกร่งเครื่องประดับรับพร 2 ชิ้น
333000152008,,จะได้รับกล่องเลือกหินเลื่อนขั้น 5 ชิ้น
333000152009,,จะได้รับขนนกสันติภาพ (15 นาที) 1 ชิ้น
333000152010,,"จะได้รับกล่องสุ่มหน้าหนังสือสกิลระดับสูง 1 ชิ้น
※ กล่องสุ่มหน้าหนังสือสกิลระดับสูง คืออะไร?
- กล่องที่สุ่มได้รับ 1 ชิ้น จากหน้าหนังสือสกิลทั้งหมด
รวมไปถึง หน้า : พิษกระหน่ำ, หน้า : โซนตั้งรับ"
331010010028,,NEW แพ็กเกจอาเดนา
332010010028,,"1,000,000 อาเดนา
โพชั่นพลังชีวิต 200 ชิ้น
กระสุนวิญญาณ 5,000 ชิ้น
พลุทางช้างเผือก 30 ชิ้น"
332010010029,,"1,000,000 อาเดนา
โพชั่นพลังชีวิต 200 ชิ้น
กระสุนวิญญาณ 5,000 ชิ้น
พลุรักนะ 30 ชิ้น"
562010910802,,"เมื่อใช้ จะเพิ่มความเร็วเคลื่อนที่, ความเร็วโจมตี, พลังโจมตี อย่างละ 20% เป็นเวลา 3 ชั่วโมง (ยกเว้นผลในสมรภูมิ)"
566010910802,,"เพิ่มความเร็วเคลื่อนที่, ความเร็วโจมตี, พลังโจมตี อย่างละ 20% เป็นเวลา 3 ชั่วโมง (ยกเว้นผลในสมรภูมิ)"
141000301001,,หินอัญเชิญเวิลด์บอส - กิโยติน
141000302001,,หินอัญเชิญเวิลด์บอส - จาเคน
141000303001,,หินอัญเชิญเวิลด์บอส - ออร์เฟน
141000304001,,ผลึกคุ้มครองแห่งมาร์พ
141000305001,,ใบสั่งเล่นแร่แปรธาตุ - หินเลื่อนขั้นอาวุธส่องแสง
141000306001,,ใบสั่งเล่นแร่แปรธาตุ - หินเลื่อนขั้นเครื่องป้องกันส่องแสง
141000307001,,ใบสั่งเล่นแร่แปรธาตุ - หินเลื่อนขั้นเครื่องประดับส่องแสง
141000308001,,คริสตัลติดไฟ 30 ชิ้น
141000309001,,คริสตัลเย็นเยือก 30 ชิ้น
141000310001,,คริสตัลชีวิต 30 ชิ้น
141000311001,,ยาถอนเวทย์ 30 ชิ้น
141000312001,,กล่องเลือกสูตรอาวุธ
141000313001,,กล่องเลือกสูตรเครื่องป้องกัน
141000314001,,ด้ายแสงทองปฏิวัติ 70 ชิ้น
141000315001,,กล่องเลือกสูตรเครื่องประดับ
141000316001,,กล่องเลือกสูตรอาวุธหายาก
141000317001,,กล่องเลือกสูตรเครื่องป้องกันหายาก
141000318001,,หินข้ามขีดจำกัด
141000319001,,กล่องเลือกสูตรเครื่องประดับ
142000301001,,"พลังโจมตีของกับดักจะเพิ่มขึ้น 5%
กับดักสร้างดาเมจเป็น % ตามพลังชีวิตสูงสุดของศัตรู"
142000302001,,เมื่อใช้ จะอัญเชิญหินเวทย์เคลื่อนย้ายที่สามารถเข้าไปสู่พื้นที่ลับ ซึ่งมีเวิลด์บอส : กิโยตินอาศัยอยู่
142000303001,,เมื่อใช้ จะอัญเชิญหินเวทย์เคลื่อนย้ายที่สามารถเข้าไปสู่พื้นที่ลับ ซึ่งมีเวิลด์บอส : จาเคนอาศัยอยู่
142000304001,,เมื่อใช้ จะอัญเชิญหินเวทย์เคลื่อนย้ายที่สามารถเข้าไปสู่พื้นที่ลับ ซึ่งมีเวิลด์บอส : ออร์เฟนอาศัยอยู่
142000305001,,เมื่อใช้ หากเสริมแกร่งอุปกรณ์ล้มเหลว ค่าเสริมแกร่งจะไม่ลดลง
142000306001,,เอกสารที่เขียนวิธีรวมหินเลื่อนขั้นอาวุธส่องแสงเอาไว้ สามารถรวมหินเลื่อนขั้นอาวุธ 10 ชิ้น เพื่อรับหินเลื่อนขั้นอาวุธส่องแสงได้
142000307001,,เอกสารที่เขียนวิธีรวมหินเลื่อนขั้นเครื่องป้องกันส่องแสงเอาไว้ สามารถรวมหินเลื่อนขั้นเครื่องป้องกัน 10 ชิ้น เพื่อรับหินเลื่อนขั้นเครื่องป้องกันส่องแสงได้
142000308001,,เอกสารที่เขียนวิธีรวมหินเลื่อนขั้นเครื่องประดับส่องแสงเอาไว้ สามารถรวมหินเลื่อนขั้นเครื่องประดับ 10 ชิ้น เพื่อรับหินเลื่อนขั้นเครื่องประดับส่องแสงได้
142000312001,,"วัตถุดิบที่ใช้สำหรับผลิตน้ำยา
ในฐานลับแคลน"
142000313001,,เมื่อใช้ จะเลือกรับสูตรเฉพาะอาวุธที่มีอยู่ในรายชื่อได้ 1 ชิ้น
142000314001,,เมื่อใช้ จะเลือกรับสูตรเฉพาะเครื่องป้องกันที่มีอยู่ในรายชื่อได้ 1 ชิ้น
142000315001,,วัตถุดิบที่ใช้ในการอัพเลเวลผ้าคลุมปฏิวัติ
142000316001,,เมื่อใช้ จะเลือกรับสูตรเฉพาะอาวุธที่มีอยู่ในรายชื่อได้ 1 ชิ้น
142000317001,,เมื่อใช้ จะเลือกรับสูตรเฉพาะเครื่องป้องกันที่มีอยู่ในรายชื่อได้ 1 ชิ้น
142000318001,,ใช้ในการข้ามขีดจำกัดอุปกรณ์
142000319001,,เมื่อใช้ จะเลือกรับสูตรเครื่องประดับที่มีอยู่ในรายชื่อได้ 1 ชิ้น
143000301001,,"ซื้อได้ เมื่อยึดครอง
ปราสาทดิออน, กีรัน"
143000304001,,"ซื้อได้ เมื่อยึดครอง
ปราสาทกลูดิโอ, ดิออน, กีรัน"
143000314001,,"ซื้อได้ เมื่อยึดครอง
ปราสาทกีรัน"
1161000000001,,กี่เพ้าสีแดง
1161000000002,,ชุดต่อสู้
1161000000003,,เกราะเหล็ก
1161000000004,,รอยัลการ์ด
1161000000005,,คณะอัศวินแสงสว่าง
1161000000006,,ชุดชายหาดหน้าร้อน
1161000000007,,แฮ้ปปี้ซานตาคลอส
1161000000008,,ชุดปาร์ตี้คลาสสิก
331002011001,,ทรงผมพื้นฐาน A
331002011002,,ทรงผมพื้นฐาน B
331002011003,,ทรงผมพื้นฐาน C
331002012001,,โมเดิร์นชิค
331002012002,,โมเดิร์นเอลิแกนซ์
331002012003,,ชิคแฟนตาซี
331002012004,,คลับเฮดโฟน
331002012005,,"เจ้าบุญทุ่ม
แห่งท้องทุ่ง"
331002012006,,อัศวินแห่งความตาย
331002012007,,พลังดิบเถื่อน
331002021000,,ย้อมสี : พื้นฐาน
331002021001,,เจ็ทออโรร่า
331002021002,,สโมกกี้ควอตซ์
331002021003,,ไลท์พีช
331002021004,,ไลท์โคโลราโด
331002021005,,โทปาซ
331002021006,,ดาร์คแซฟไฟร์
331002021007,,โอลด์รูบี้
331002021008,,พัดพารัดชา
331002021009,,โรสอลาบาสเตอร์
331002021010,,สโมกกี้โทปาซ
331002021011,,ไวโอเล็ตโอปอล
331002021012,,ไลแลค
331002021013,,บลูเซอร์คอน
331002021014,,เพอริโด
331002021015,,ไลท์โอลิวีน
331002021016,,อเมทิสต์
331002021017,,เบอร์มิวดาบลู
331002021018,,แบล็คไดมอนด์
331002021019,,เรดโทปาซ
331002021020,,สยามรูบี้
331002021021,,ไลท์สยาม
331002021022,,ไลท์แซฟไฟร์
331002021023,,ไลท์เอโซ
331002021024,,ไลท์โรส
331002021025,,เคลียร์ควอตซ์
331003000001,,กี่เพ้าสีแดง
331003000002,,  ชุดต่อสู้  
331003000003,,เกราะเหล็ก
331003000004,,รอยัลการ์ด
331003000005,,คณะอัศวินแสงสว่าง
331003000006,,ชุดชายหาดหน้าร้อน
331003000007,, แฮ้ปปี้ซานตาคลอส 
331003000008,,ชุดปาร์ตี้คลาสสิก
333002011001,,ทรงผม A ที่เป็นทรงพื้นฐาน
333002011002,,ทรงผม B ที่เป็นทรงพื้นฐาน
333002011003,,ทรงผม C ที่เป็นทรงพื้นฐาน
333002012001,,[โมเดิร์นชิค] ทรงผมอันหรูหรา
333002012002,,[โมเดิร์นเอลิแกนซ์] ทรงผมอันหรูหรา
333002012003,,[ชิคแฟนตาซี] ทรงผมอันหรูหรา
333002012004,,[คลับเฮดโฟน] ทรงผมอันหรูหรา
333002012005,,[เจ้าบุญทุ่มแห่งท้องทุ่ง] ทรงผมอันหรูหรา
333002012006,,[อัศวินแห่งความตาย] ทรงผมอันหรูหรา
333002012007,,[พลังดิบเถื่อน] ทรงผมอันหรูหรา
333002021001,,ย้อมสีในสไตล์ เจ็ทออโรร่า
333002021002,,ย้อมสีในสไตล์ สโมกกี้ควอตซ์
333002021003,,ย้อมสีในสไตล์ ไลท์พีช
333002021004,,ย้อมสีในสไตล์ ไลท์โคโลราโด
333002021005,,ย้อมสีในสไตล์ โทปาซ
333002021006,,ย้อมสีในสไตล์ ดาร์คแซฟไฟร์
333002021007,,ย้อมสีในสไตล์ โอลด์รูบี้
333002021008,,ย้อมสีในสไตล์ พัดพารัดชา
333002021009,,ย้อมสีในสไตล์ โรสอลาบาสเตอร์
333002021010,,ย้อมสีในสไตล์ สโมกกี้โทปาซ
333002021011,,ย้อมสีในสไตล์ ไวโอเล็ตโอปอล
333002021012,,ย้อมสีในสไตล์ ไลแลค
333002021013,,ย้อมสีในสไตล์ บลูเซอร์คอน
333002021014,,ย้อมสีในสไตล์ เพอริโด
333002021015,,ย้อมสีในสไตล์ ไลท์โอลิวีน
333002021016,,ย้อมสีในสไตล์ อเมทิสต์
333002021017,,ย้อมสีในสไตล์ เบอร์มิวดาบลู
333002021018,,ย้อมสีในสไตล์ แบล็คไดมอนด์
333002021019,,ย้อมสีในสไตล์ เรดโทปาซ
333002021020,,ย้อมสีในสไตล์ สยามรูบี้
333002021021,,ย้อมสีในสไตล์ ไลท์สยาม
333002021022,,ย้อมสีในสไตล์ ไลท์แซฟไฟร์
333002021023,,ย้อมสีในสไตล์ ไลท์เอโซ
333002021024,,ย้อมสีในสไตล์ ไลท์โรส
333002021025,,ย้อมสีในสไตล์ เคลียร์ควอตซ์
561000002000,,บรรณาการ : หมวกกัปตันจาเคน
563000002000,,"หมวกกัปตันโจรสลัดที่จาเคนเคยใช้
เมื่อทำภารกิจ จะสามารถเผยแพร่
เรื่องราววีรชนในแม็กนาดีนเพื่อสร้าง
กำลังใจให้นักผจญภัยท่านอื่นๆ ได้"
564000002000,,"พื้นที่ปฏิบัติการ : แม็กนาดีน
จำกัดเลเวล : 230"
331010005040,,กล่องพัฒนาสัตว์ขี่ 1 ชิ้น
331010005041,,กล่องพัฒนาสัตว์ขี่ 10+1 ชิ้น
332010005040,,"สามารถรับ!
[อุปกรณ์สัตว์ขี่ระดับ A - SR] [ยาขัดเงาอุปกรณ์สัตว์ขี่ระดับ A-SR]
[กล่องหินฝึกฝน ขนาดเล็ก - ใหญ่] [ใบเสริมแกร่งอุปกรณ์สัตว์ขี่]
[แตรควบคุมสิงโตแผงคอ] [แตรควบคุมไอยรา]
[หินอัญเชิญ แบล็คแบร์, ไชน์นิ่ง เลดี้, คูคูริน, ไอยรา, สิงโตแผงคอ]
[ชิ้นส่วนหินอัญเชิญ แบล็คแบร์, ไชน์นิ่ง เลดี้, คูคูริน, 
ไอยรา, สิงโตแผงคอ]"
331010020001,,โพชั่นพลังชีวิต 20 ชิ้น
331010020002,,โพชั่นพลังชีวิต 200 ชิ้น
331010020003,,โพชั่นมานา 20 ชิ้น
331010020004,,โพชั่นมานา 200 ชิ้น
331010020005,,กระสุนวิญญาณ 500 ชิ้น
331010020006,,"กระสุนวิญญาณ 5,000 ชิ้น"
331010020007,,กางเขนแห่งการสำนึกผิด
331010020008,,ใบวาร์ป 50 ชิ้น
332010020001,,เมื่อใช้ จะฟื้นฟูพลังชีวิตในปริมาณน้อย
332010020002,,เมื่อใช้ จะฟื้นฟูพลังชีวิตในปริมาณน้อย
332010020003,,เมื่อใช้จะฟื้นฟูมานาในปริมาณน้อย
332010020004,,เมื่อใช้จะฟื้นฟูมานาในปริมาณน้อย
332010020005,,เมื่อใช้ จะสร้างแสงแห่งวิญญาณที่อาวุธ เพื่อเพิ่มดาเมจ
332010020006,,เมื่อใช้ จะสร้างแสงแห่งวิญญาณที่อาวุธ เพื่อเพิ่มดาเมจ
332010020007,,"เมื่อใช้จะลดค่าบาปกรรมลง 30
สามารถใช้ไอเทมกางเขนได้ 3 ครั้งต่อวัน"
332010020008,,ใช้ในการวาร์ป
781000601661,,จิตวิญญาณกองทหารรับจ้าง
783000601661,,"เพิ่มอัตราติดคริติคอล, ความเร็วโจมตี 10%
เพิ่มดาเมจที่ทำให้มอนสเตอร์ทั่วไป, หัวกะทิ 30%
ลดดาเมจที่ได้รับจากมอนสเตอร์ทั่วไป, หัวกะทิ 20%"
561010912103,,กล่องบำรุงอุปกรณ์ระดับสูง
561010919052,,กล่องวัตถุดิบสำหรับผลิต UR
563010912103,,สามารถรับอุปกรณ์ [ระดับ A - SR] & [ยาขัดเงา R - SR] ได้!
563010919052,,"สามารถรับหลากหลายวัตถุดิบ ที่ใช้
ในการผลิตอุปกรณ์ระดับ UR อาทิ สูตร, วัตถุดิบผลิต,
คริสตัล, หินเลื่อนขั้นส่องแสง!"
561010919026,,หลอดไฟสีแดง
561010919027,,ผ้าสีน้ำตาล
561010919028,,กระดุมสีดำ
561010919029,,ปุยฝ้ายสีขาว
561010919030,,ด้ายหลายสี
561010919031,,ถุงเท้าคริสต์มาส
561010919032,,ตราต้นคริสต์มาส
561010919033,,ตรารูดอล์ฟ
561010919034,,ตราซานตาคลอส
562010919026,,"หลอดไฟสีแดงส่องประกายแวววาว
ใช้ในการผลิตตราต้นคริสต์มาส"
562010919027,,"ผ้าสีน้ำตาลเป็นมันวาวหรูหรา
ใช้ในการผลิตตราต้นคริสต์มาส/ตรารูดอล์ฟ"
562010919028,,"กระดุมสีดำเม็ดเล็กน่ารัก
ใช้ในการผลิตตรารูดอล์ฟ/ตราซานตาคลอส"
562010919029,,"ปุยฝ้ายสีขาวนุ่มนิ่มละมุนละไม
ใช้ในการผลิตตราต้นคริสต์มาส/ตราซานตาคลอส"
562010919030,,"ด้ายหลายสีที่เห็นแล้วอารมณ์ดี
ใช้ในการผลิตตราตรารูดอล์ฟ/ตราซานตาคลอส"
562010919031,,"ถุงเท้าที่เต็มไปด้วยบรรดาวัตถุดิบตราคริสต์มาส
เมื่อใช้ จะสุ่มได้รับวัตถุดิบผลิตตราต่างๆ"
562010919032,,"ตรารูปต้นคริสต์มาส
เมื่อใช้ จะสุ่มได้รับวัตถุดิบพรีเมี่ยม"
562010919033,,"ตรารูปรูดอล์ฟ
เมื่อใช้ จะสุ่มได้รับวัตถุดิบพัฒนาสัตว์ขี่"
562010919034,,"ตรารูปซานตาคลอส
เมื่อใช้ จะสุ่มได้รับวัตถุดิบผลิต UR"
564010919026,,จะได้รับ เมื่อเก็บเกี่ยวสมุนไพรในดันเจี้ยนเก็บเกี่ยว
564010919027,,จะได้รับ เมื่อลงอารีน่า
564010919028,,จะได้รับ เมื่อเข้าดันเจี้ยนอุปกรณ์
564010919029,,จะได้รับ เมื่อเข้าดันเจี้ยนหินอัญเชิญ
564010919030,,จะได้รับ เมื่อเคลียร์ดันเจี้ยนรายวัน
564010919031,,จะได้รับ เมื่อเคลียร์เควสรายวัน/รายสัปดาห์
561010490014,,10 ไดอาแดง
561010911202,,กล่องวัตถุดิบอุปกรณ์หายาก
563010490014,,"กล่องบรรจุไดอาแดง
เมื่อใช้ จะได้รับ 10 ไดอาแดง"
563010911202,,เมื่อใช้ จะสุ่มได้รับวัตถุดิบอุปกรณ์หายาก
331010151009,,300 สกิลพอยท์
331010151010,,ตั๋วเทศกาลศึกชิงปราสาท 10 ชิ้น
333010150001,,จะได้รับใบเสริมแกร่งอาวุธรับพร
333010150004,,จะได้รับกล่อง 10 ไดอาแดง
333010150005,,จะได้รับชิ้นส่วนสูตรที่ฉีกขาด
333010150006,,จะได้รับกล่องหินเลื่อนขั้น
333010150007,,จะได้รับใบเสริมแกร่งอุปกรณ์สัตว์ขี่
333010150010,,จะได้รับกล่องสุ่มหน้าหนังสือสกิลระดับสูง
333010151001,,จะได้รับผลึกคุ้มครองแห่งมาร์พ
333010151004,,จะได้รับใบเสริมแกร่งเครื่องประดับรับพร
333010151008,,จะได้รับกล่องสุ่มวัตถุดิบอุปกรณ์หายาก
333010151009,,จะได้รับกล่อง 300 สกิลพอยท์
333010151010,,จะได้รับตั๋วเทศกาลศึกชิงปราสาท 10 ชิ้น
333010152001,,จะได้รับใบเสริมแกร่งเครื่องป้องกันรับพร
333010152005,,จะได้รับสูตรที่ยังไม่ยืนยัน
561000919140,"{$Tb.Item.ReplaceString1,#String}",กล่องยาขัดเงาหินสะกดฯ {0}
563000919140,"{$Tb.Item.ReplaceString1,#String}",เมื่อใช้ จะสุ่มได้รับยาขัดเงาหินสะกดฯ ระดับ {0}
331010010030,,แพ็กเกจใบเสริมแกร่งรับพรพิเศษ
332010010030,,"กล่องรวมใบเสริมแกร่งรับพร 10 ชิ้น
2,000 ไดอาฟ้า
200,000 อาเดนา"
331010010031,,แพ็กเกจอัญเชิญสิงโตแผงคอสัตว์ขี่หายาก
331010010032,,แพ็กเกจอัญเชิญรูดอล์ฟ
332010010031,,"[แตรควบคุมสิงโตแผงคอ 1 ชิ้น] [หินอัญเชิญสิงโตแผงคอ 1 ชิ้น]
[หินฝึกฝน 200 ชิ้น] [กล่องพัฒนาสัตว์ขี่ 3 ชิ้น]
※ สัตว์ขี่หายาก จะถูกอัญเชิญเป็นระดับ R"
332010010032,,"[เขารูดอล์ฟ]

[1,000 ไดอาฟ้า]
[1,000 ไดอาแดง]
[200,000 อาเดนา]

※ เขารูดอล์ฟเป็นไอเทมวัตถุดิบ
ที่ใช้แทนหินอัญเชิญในการอัญเชิญสัตว์ขี่"
561000002010,,ดาวศักดิ์สิทธิ์
563000002010,,"ดาวที่ส่องประกายงดงาม
หากทำภารกิจ จะสนุกกับบรรยากาศคริสต์มาส
ร่วมกับนักผจญภัยท่านอื่นได้"
564000002010,,"พื้นที่ปฏิบัติการ : แม็กนาดีน
จำกัดเลเวล : 1"
331010003001,,"1,000 ไดอาแดง"
331010003002,,ตั๋วกิจกรรมสุ่มวัตถุดิบ UR 15 ใบ
331010003003,,ตั๋วกิจกรรมสุ่มไอเทมพื้นแดง 15 ใบ
332010003001,,"ซื้อ 1,000 ไดอาแดง"
332010003002,,ซื้อตั๋วกิจกรรมสุ่มวัตถุดิบ UR 15 ใบ ที่ใช้ในกิจกรรมสุ่ม
332010003003,,ซื้อตั๋วกิจกรรมสุ่มไอเทมพื้นแดง 15 ใบ ที่ใช้ในกิจกรรมสุ่ม
561000919201,,กล่องของขวัญจากกลุ่มการค้าแมวเหมียว
561000471005,,กระดิ่งรูดอล์ฟ
563000471005,,กระดิ่งของรูดอล์ฟที่ใช้อัญเชิญรูดอล์ฟ สัตว์ขี่ลิมิเต็ดในช่วงกิจกรรมคริสต์มาส
332010014024,,"จะสุ่มได้รับผงวิญญาณ 100 - 1,000 ชิ้น
มอบไปยังกล่องจดหมายของบัญชี"
331010010033,,กล่องชิ้นส่วนมาร์พรับทุกวัน (28 วัน)
332010010033,,"รับทันที ผลึกคุ้มครองแห่งมาร์พ 1 ชิ้น!
รับทุกวัน ชิ้นส่วนผลึกคุ้มครองแห่งมาร์พ 100 ชิ้น!
รับโทปาซ 10 ชิ้น ทุกๆ 8 วัน!"
333010010033,,สามารถรับผลึกคุ้มครองแห่งมาร์พทั้งหมด 29 ชิ้น!
21000003008,,ชิ้นส่วนมาร์พรายวัน
141000000012,,กุญแจโบราณ 5 ชิ้น
142000000012,,"จะได้รับกุญแจโบราณ 5 ชิ้น
แคลนเลเวล 22 : จำนวนครั้งการซื้อ +1"
141000102185,,ด้ายนักสู้สีเงิน 70 ชิ้น
142000102185,,วัตถุดิบที่ใช้ในการอัพเลเวลผ้าคลุมนักสู้
141000201001,,เพิ่มเวลาสลักวัตถุโบราณ Lv. 1
141000202001,,เพิ่มเวลาสลักวัตถุโบราณ Lv. 2
141000203001,,เพิ่มเวลาสลักวัตถุโบราณ Lv. 3
141000204001,,เพิ่มเวลาสลักวัตถุโบราณ Lv. 4
141000205001,,เพิ่มเวลาสลักวัตถุโบราณ Lv. 5
141000206001,,เพิ่มความคงทนหอคอยป้องกัน Lv. 1
141000207001,,เพิ่มความคงทนหอคอยป้องกัน Lv. 2
141000208001,,เพิ่มความคงทนหอคอยป้องกัน Lv. 3
141000209001,,เพิ่มความคงทนหอคอยป้องกัน Lv. 4
141000210001,,เพิ่มความคงทนหอคอยป้องกัน Lv. 5
141000211001,,เพิ่มพลังโจมตีกับดัก Lv. 1
141000212001,,เพิ่มพลังโจมตีกับดัก Lv. 2
141000213001,,เพิ่มพลังโจมตีกับดัก Lv. 3
141000214001,,เพิ่มพลังโจมตีกับดัก Lv. 4
141000215001,,เพิ่มพลังโจมตีกับดัก Lv. 5
142000201001,,เพิ่มเวลาที่ใช้ในการสลักวัตถุโบราณ 1 วินาที
142000202001,,เพิ่มเวลาที่ใช้ในการสลักวัตถุโบราณ 2 วินาที
142000203001,,เพิ่มเวลาที่ใช้ในการสลักวัตถุโบราณ 3 วินาที
142000204001,,เพิ่มเวลาที่ใช้ในการสลักวัตถุโบราณ 4 วินาที
142000205001,,เพิ่มเวลาที่ใช้ในการสลักวัตถุโบราณ 5 วินาที
142000206001,,"เพิ่มระดับความคงทนของหอคอยป้องกัน 10,000"
142000207001,,"เพิ่มระดับความคงทนของหอคอยป้องกัน 20,000"
142000208001,,"เพิ่มระดับความคงทนของหอคอยป้องกัน 30,000"
142000209001,,"เพิ่มระดับความคงทนของหอคอยป้องกัน 40,000"
142000210001,,"เพิ่มระดับความคงทนของหอคอยป้องกัน 50,000"
142000211001,,"พลังโจมตีของกับดักจะเพิ่มขึ้น 1%
กับดักสร้างดาเมจเป็น % ตามพลังชีวิตสูงสุดของศัตรู"
142000212001,,"พลังโจมตีของกับดักจะเพิ่มขึ้น 2%
กับดักสร้างดาเมจเป็น % ตามพลังชีวิตสูงสุดของศัตรู"
142000213001,,"พลังโจมตีของกับดักจะเพิ่มขึ้น 3%
กับดักสร้างดาเมจเป็น % ตามพลังชีวิตสูงสุดของศัตรู"
142000214001,,"พลังโจมตีของกับดักจะเพิ่มขึ้น 4%
กับดักสร้างดาเมจเป็น % ตามพลังชีวิตสูงสุดของศัตรู"
142000215001,,"พลังโจมตีของกับดักจะเพิ่มขึ้น 5%
กับดักสร้างดาเมจเป็น % ตามพลังชีวิตสูงสุดของศัตรู"
561001302005,,ด้ายนักสู้สีเงิน
561001302006,,ด้ายแสงทองปฏิวัติ
562001302005,,วัตถุดิบที่ใช้ในการอัพเลเวลผ้าคลุมนักสู้
562001302006,,วัตถุดิบที่ใช้ในการอัพเลเวลผ้าคลุมปฏิวัติ
561010490015,,กล่อง 300 ไดอาแดง
561010490013,,"กล่อง 1,200 ไดอาฟ้า"
563010490015,,"กล่องบรรจุไดอาแดง
เมื่อใช้ จะได้รับ 300 ไดอาแดง"
563010490016,,"กล่องบรรจุไดอาฟ้า
เมื่อใช้ จะได้รับ 1,200 ไดอาฟ้า"
781000731481,,เมอร์รี่คริสต์มาส!
783000731481,,"เพิ่มอัตราติดคริติคอล, ความเร็วโจมตี 20%
เพิ่มดาเมจที่ทำให้มอนสเตอร์ทั่วไป, หัวกะทิ 30%
ลดดาเมจที่ได้รับจากมอนสเตอร์ทั่วไป, หัวกะทิ 20%"
561010099104,,กล่องของขวัญนางฟ้ามาช่า
563010099104,,"กล่องของขวัญนางฟ้ามาช่า
การันตี 20 สกิลพอยต์, 10,000 อาเดนา!
สุ่มรับกล่องของขวัญนางฟ้ามาช่า"
561010099204,,กล่องของขวัญซานต้ามาแร็กซ์
563010099204,,"กล่องของขวัญซานต้ามาแร็กซ์
การันตี 50 สกิลพอยต์, 10,000 อาเดนา!
สุ่มรับกล่องของขวัญซานต้ามาแร็กซ์"
781000242521,,โชคดีป้องกัน : ม่านป้องกัน 1 ครั้ง
561010900303,,กล่องของขวัญแห่งโชคชะตา
