Id,PreQuestId,TaskId,NameKey,SpotInfoId,TargetSpotInfoId,Type,RequirePlayerLevel,TaskNameKey,DialogOnly,MiniDialogId,StartNpcSpawnInfoId,StartNpcSpotInfoId,QuestNpcPortrait,QuestNpcNameKey,QuestNpcDialogKey,FinishNpcSpawnInfoId,FinishNpcSpotInfoId,QuestNpcPortrait2,QuestNpcName2Key,QuestNpcDialog2Key,LimitTime,NeverDie,TaskRunInInstance,RemainInstanceWorldEndTask,TaskType,TaskParam,TaskStartPosX,TaskStartPosY,TaskPerformancePosX,TaskPerformancePosY,TaskPerformanceRadius,QuestInitParam,TaskActionConditionType1,TaskActionConditionParam1,TaskActionType1,TaskActionParam1,TaskActionConditionType2,TaskActionConditionParam2,TaskActionType2,TaskActionParam2,TaskActionConditionType3,TaskActionConditionParam3,TaskActionType3,TaskActionParam3,RewardExp,RewardAdena,RewardParam1,RewardCount1,RewardParam2,RewardCount2,RewardParam3,RewardCount3,QuestBGM,BGMFinish,BGMRemain,StartNpcId,FinishNpcId,VisitNpcId,SortId,TaskContentType,UnableAutoType,Portrait1DirectoryType,FlipPortrait1,Portrait2DirectoryType,FlipPortrait2,ClassTransfer
,,25,9910013010401,330101,330101,PartyDungeon,,9920013010125,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""21520, -6080"",
""aggressive"" : true",21520,-6080,21520,-6080,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,0,,0,
,,26,9910013010401,330101,330101,PartyDungeon,,9920013010126,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Alert"", ""playtime"" : 33",21520,-6080,21520,-6080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,27,9910013010401,330101,330101,PartyDungeon,,9920013010127,0,230110,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40149"",
""targetName"":""더글라스"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",24790,-9170,24790,-9170,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""HERO_DUNGEON_QUEST_CONTESSA_05""",,,,,,,,,,,,,,,,,77,,,,,,,,,,0,,0,
,,28,9910013010401,330101,330101,PartyDungeon,,9920013010128,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 301007,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""여백작 침소 문"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",24989,-9389,24989,-9389,,,QuestTaskEnded,,SetGadgetAnimation,"""gadgetInfoId"" : 3010071,
""animation"" : InActivate",,,,,,,,,,,,,,,,,77,,1,,,,,,,,0,,0,
,,29,9910013010401,330101,330101,PartyDungeon,,9920013010129,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""26875, -11240"",
""aggressive"" : true",26875,-11240,26875,-11240,,,,,,,,,,,,,,,,,,,,,,,77,,1,,,,,,,,0,,0,
,,30,9910013010401,330101,330101,PartyDungeon,,9920013010130,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Trisha"", ""playtime"" : 43",26875,-11240,26875,-11240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,31,9910013010401,330101,330101,PartyDungeon,,9920013010131,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40155"",
""targetName"":""트리샤"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",27506,-11881,27506,-11881,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3013401""",,,,,,,,,,,,,,,,,6,,,,,,,,,,0,,0,
,,32,9910013010401,330101,330101,PartyDungeon,,9920013010132,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Farewell"", ""playtime"" : 24",27506,-11881,27506,-11881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,33,9910013010401,330101,330101,PartyDungeon,,9920013010112,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3013104",27430,-11780,27430,-11780,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3013104}
], ""weight"" : 1}",,,,,,,,,,,,,,,,,3,,,,,,,,,,0,,0,
,,34,9910013010401,330101,330101,PartyDungeon,,9920013010112,0,,,,Officer_01_04,9930013010108,9940013010134,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",27430,-11780,27430,-11780,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,0,,0,
130201,,1,9910013020101,330201,330201,PartyDungeon,,9920013020101,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""-4275, 6315"",
""radius"" : 500",-4275,6315,-4275,6315,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020101""",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,2,9910013020101,330201,330201,PartyDungeon,,9920013020101,0,230201,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3020001",-3770,6785,-3770,6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,3,9910013020101,330201,330201,PartyDungeon,,9920013020101,0,,,,student_01_02,9930013020101,9940013020101,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-3770,6785,-3770,6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,4,9910013020101,330201,330201,PartyDungeon,,9920013020102,0,,,,SmeltingMerchant_01,9930013020102,9940013020102,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-3770,6785,-3770,6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,5,9910013020101,330201,330201,PartyDungeon,,9920013020103,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020099"",
""targetName"":""바리케이트"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-3975,7130,-3975,7130,,,,,,,,,,,,,,,,,,,,,,,81,,1,,,,,,,,0,,0,
,,6,9910013020101,330201,330201,PartyDungeon,,9920013020104,0,230202,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""395, 7961"",
""radius"" : 1000,
""aggressive"" : true",395,7961,395,7961,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"" :""302096"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,81,,1,,,,,,,,0,,0,
,,7,9910013020101,330201,330201,PartyDungeon,,9920013020105,0,230203,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020027, 40020028"",
""targetName"":""ID가 분리된 노예감독관과 붉은털 노예궁수 2마리"",
""totalCount"":3,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",395,7961,395,7961,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020109""",,,,,,,,,,,,,,,,,81,,1,,,,,,,,0,,0,
,,8,9910013020101,330201,330201,PartyDungeon,,9920013020106,0,230204,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3020801",395,7960,395,7960,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020009"",
""visible"" : ""false""",QuestTaskStarted,,SpawnNpc,"{""spawnInfo"" : [
{npcSpawnInfoId : 3020801}
], ""weight"" : 1}",,,,,,,,,,,,,81,,1,,,,,,,,0,,0,
,,9,9910013020101,330201,330201,PartyDungeon,,9920013020106,0,,,,ItemMerchant_01_02,9930013020103,9940013020103,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-1434,9475,-1434,9475,,,,,,,,,,,,,,,,,,,,,,,81,,1,,,,,,,,0,,0,
,,10,9910013020101,330201,330201,PartyDungeon,,9920013020103,0,230206,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020099"",
""targetName"":""바리케이트"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",297,7632,297,7632,,,QuestTaskStarted,,ShowMessage,"""stringKey"" : ""PARTY_DUNGEON_QUEST_TEMPLEOFCREATION_08""",QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"" :""302028"",
""visible"" : ""false""",QuestTaskStarted,,SpawnNpc,"{""npcSpawnGroupIdList"" : ""3020108""}",,,,,,,,,81,,1,,,,,,,,0,,0,
,,11,9910013020101,330201,330201,PartyDungeon,,9920013020107,0,230207,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""945, 4420"",
""aggressive"" : true",945,4420,945,4420,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"" :""302097"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,81,,1,,,,,,,,0,,0,
,,12,9910013020101,330201,330201,PartyDungeon,,9920013020108,0,230208,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 302001,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""대지의 다리 원소 공명대"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",945,4420,945,4420,,,QuestTaskEnded,,SetGadgetAnimation,"""gadgetInfoId"" : 30200101,
""animation"" : InActivate",QuestTaskEnded,,ShowMessage,"""stringKey"" : ""PARTY_DUNGEON_QUEST_TEMPLEOFCREATION_18""",,,,,,,,,,,,,81,,1,,,,,,,,0,,0,
,,13,9910013020101,330201,330201,PartyDungeon,,9920013020108,0,230210,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020099"",
""targetName"":""연출용 가짜 테스크 : 공명대 활성화 중"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",945,4420,945,4420,,,QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 4",CompleteCurTask,"""questType"" : ""PartyDungeon""",QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"" : ""302001"",
""visible"" : ""false""",QuestTaskEnded,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" : ""302002""}",,,,,,,,,81,,1,,,,,,,,0,,0,
,,14,9910013020101,330201,330201,PartyDungeon,,9920013020109,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""1900, 6325"",
""aggressive"" : true",1900,6325,1900,6325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,15,9910013020101,330201,330201,PartyDungeon,,9920013020109,0,230209,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020099"",
""targetName"":""연출용 가짜 테스크 : 다리 올라오는 중"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",1900,6325,1900,6325,,,QuestTaskStarted,,SetGadgetAnimation,"""gadgetInfoId"" : 30200401,
""animation"" : InActivate",QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 13",CompleteCurTask,"""questType"" : ""PartyDungeon""",,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,16,9910013020101,330201,330201,PartyDungeon,,9920013020110,0,230232,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""2979, 5028"",
""radius"" : 600,
""aggressive"" : true",2979,5028,2979,5028,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"" : ""302003"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,17,9910013020101,330201,330201,PartyDungeon,,9920013020111,0,230211,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""3020102, 3020103""",2979,5028,2979,5028,,,,,,,,,,,,,,,,,,,,,,,77,,1,,,,,,,,0,,0,
,,18,9910013020101,330201,330201,PartyDungeon,,9920013020110,0,230212,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""4828, 3250"",
""radius"" : 1200,
""aggressive"" : true",4828,3250,4828,3250,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020104""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020047,3020048, 3020049, 3020801, 3020050"",
""visible"" : ""false""",,,,,,,,,,,,,77,,1,,,,,,,,0,,0,
,,19,9910013020101,330201,330201,PartyDungeon,,9920013020112,0,230213,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020029, 40020030"",
""targetName"":""ID가 분리된 켈 마훔들"",
""totalCount"":3,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",4828,3250,4828,3250,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020105""",QuestTaskStarted,,KillNpc,"""npcInfoIdList"" : ""40020096, 40020089, 40020090, 40020093""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020055,3020051"",
""visible"" : ""false""",,,,,,,,,77,,1,,,,,,,,0,,0,
,,20,9910013020101,330201,330201,PartyDungeon,,9920013020113,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3020056",4671,3436,4671,3436,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020106""",QuestTaskStarted,,KillNpc,"""npcInfoIdList"" : ""40020097, 40020094""",,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,21,9910013020101,330201,330201,PartyDungeon,,9920013020113,0,,,,Fernel,9930013020104,9940013020104,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",4671,3436,4671,3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,22,9910013020101,330201,330201,PartyDungeon,,9920013020106,0,,,,ItemMerchant_01_02,9930013020103,9940013020105,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",4671,3436,4671,3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,23,9910013020101,330201,330201,PartyDungeon,,9920013020114,0,230214,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 302005,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""창조의 문 서쪽 화로"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",3770,2670,3770,2670,,,QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"" : ""302005"",
""visible"" : ""false""",QuestTaskEnded,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" : ""302006""}",,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,24,9910013020101,330201,330201,PartyDungeon,,9920013020115,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 302007,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""창조의 문 동쪽 화로"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",5525,4285,5525,4285,,,QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"" : ""302007"",
""visible"" : ""false""",QuestTaskEnded,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" : ""302008""}",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020056, 3020057"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,,,0,,0,
,,25,9910013020101,330201,330201,PartyDungeon,,9920013020116,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020099"",
""targetName"":""연출용 가짜 테스크 : 문 열리는 중"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",4828,3250,4828,3250,,,QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 3",CompleteCurTask,"""questType"" : ""PartyDungeon""",QuestTaskStarted,,SetGadgetAnimation,"""gadgetInfoId"" : 30200901,
""animation"" : InActivate",QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020107""",,,,,,,,,,,,,,,,,,,0,,0,
,,26,9910013020101,330201,330201,PartyDungeon,,9920013020116,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020099"",
""targetName"":""구현용 가짜 테스크 : 시험의 길 NPC 스폰"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",4828,3250,4828,3250,,,QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 1",CompleteCurTask,"""questType"" : ""PartyDungeon""",QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020201, 3020198""",QuestTaskStarted,,ShowMessage,"""stringKey"" : ""PARTY_DUNGEON_QUEST_TEMPLEOFCREATION_09""",,,,,,,,,,,,,,,,,,,0,,0,
,,27,9910013020101,330201,330201,PartyDungeon,,9920013020117,0,230215,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""8006, -74"",
""disableAI"" : ""true""",8006,-74,8006,-74,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"" : ""302010"",
""visible"" : ""false""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020058, 3020059, 3020060, 3020061, 3020062, 3020063, 3020064, 3020065, 3020066, 3020067, 3020068, 3020069, 3020070, 3020071"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,28,9910013020101,330201,330201,PartyDungeon,,9920013020118,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020099"",
""targetName"":""구현용 가짜 테스크 : 화룡 석상 NPC를 가젯으로 교체중"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",7955,-1185,7955,-1185,,,QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 1",CompleteCurTask,"""questType"" : ""PartyDungeon""",QuestTaskStarted,,KillNpc,"""npcInfoIdList"" : ""40020005, 40020033, 40020034, 40020038, 40020039, 40020040""",QuestTaskStarted,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" : ""302095""}",,,,,,,,,,,,,,,,,,,0,,0,
,,29,9910013020101,330201,330201,PartyDungeon,,9920013020118,0,230217,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020099"",
""targetName"":""연출용 가짜 테스크 : 페르넬과 그레이스가 건너오는 중"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",7955,-1185,7955,-1185,,,QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 5",CompleteCurTask,"""questType"" : ""PartyDungeon""",QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020202""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020073, 3020074"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,,,0,,0,
,,30,9910013020101,330201,330201,PartyDungeon,,9920013020118,0,230218,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020099"",
""targetName"":""연출용 가짜 테스크 : 웨이브 진행 전 긴장감 고조"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",8840,-990,8840,-990,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020204""",QuestTaskStarted,,ShowMessage,"""stringKey"" : ""PARTY_DUNGEON_QUEST_TEMPLEOFCREATION_07""",QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 12",CompleteCurTask,"""questType"" : ""PartyDungeon""",,,,,,,,,,,,,,,,,,,0,,0,
,,31,9910013020101,330201,330201,PartyDungeon,,9920013020119,0,230220,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"" : ""3020206, 3020207""",8840,-990,8840,-990,,,QuestTaskStarted,,KillNpc,"""npcInfoIdList"" : ""40020096, 40020093""",,,,,,,,,,,,,,,,,77,,,,,,,,,,0,,0,
,,32,9910013020101,330201,330201,PartyDungeon,,9920013020120,0,230221,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""7905, -1255""",7905,-1255,7905,-1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,33,9910013020101,330201,330201,PartyDungeon,,9920013020106,0,,,,ItemMerchant_01_02,9930013020103,9940013020106,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",7905,-1255,7905,-1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,34,9910013020101,330201,330201,PartyDungeon,,9920013020121,0,230233,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 302016,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""불의 원소 공명대"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",7905,-1255,7905,-1255,,,QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"" : ""302016, 302018"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,35,9910013020101,330201,330201,PartyDungeon,,9920013020122,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""GoddessOfTest"", ""playtime"" : 36",7905,-1255,7905,-1255,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020077, 3020078"",
""visible"" : ""false""",QuestTaskEnded,,KillNpc,"""npcInfoIdList"" : ""40020097, 40020094""",QuestTaskEnded,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" : ""302017""}",,,,,,,,,,,,,,,,,,,0,,0,
,,36,9910013020101,330201,330201,PartyDungeon,,9920013020123,0,230222,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020009"",
""targetName"":""디케"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",9316,-1438,9316,-1438,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020208, 3020199""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020117, 3020118"",
""visible"" : ""false""",QuestTaskStarted,,ShowMessage,"""stringKey"" : ""PARTY_DUNGEON_QUEST_TEMPLEOFCREATION_10""",,,,,,,,,6,,,,,,,,,,0,,0,
,,37,9910013020101,330201,330201,PartyDungeon,,9920013020123,0,230223,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020009"",
""targetName"":""연출용 가짜 테스크 : 디케 사망 대기"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",9316,-1438,9316,-1438,,,QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 3",CompleteCurTask,"""questType"" : ""PartyDungeon""",QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020209""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020119, 3020120"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,,,0,,0,
,,38,9910013020101,330201,330201,PartyDungeon,,9920013020106,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 3020121",8995,-1346,8995,-1346,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020210""",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,39,9910013020101,330201,330201,PartyDungeon,,9920013020106,0,,,,ItemMerchant_01_02,9930013020103,9940013020107,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",9230,-1115,9230,-1115,,,QuestTaskEnded,,StartSpawnNpc,"""npcSpawnGroupIdList"" : ""3020398""",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,40,9910013020101,330201,330202,PartyDungeon,,9920013020124,0,230224,,,,0,0,,,,0,0,,0,0,0,Escort,"""npcSpawnInfoId"" : 3020123",9230,-1115,9230,-1115,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020121, 3020122"",
""visible"" : ""false""",QuestTaskStarted,,SpawnNpc,"{""weight"" : 1, ""spawnInfo"" : [
{""npcSpawnInfoId"" : 3020124}
]}",QuestTaskStarted,,ShowMessage,"""stringKey"" : ""PARTY_DUNGEON_QUEST_TEMPLEOFCREATION_13""",,,,,,,,,,,,,,,,,,,0,,0,
,,41,9910013020101,330201,330202,PartyDungeon,,9920013020124,0,230225,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""40020009"",
""targetName"":""연출용 가짜 테스크 : 마법의 다리 생성 중"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",12050,-1475,11740,-1475,,,QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 2",SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" : ""302020""}",QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 6",CompleteCurTask,"""questType"" : ""PartyDungeon""",QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020301""",,,,,,,,,,,,,,,,,,,0,,0,
,,42,9910013020101,330201,330202,PartyDungeon,,9920013020124,0,230226,,,,0,0,,,,0,0,,0,0,0,Escort,"""npcSpawnInfoId"" : 3020125",12050,-1475,11740,-1475,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"" : ""302019"",
""visible"" : ""false""",QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020123, 3020124"",
""visible"" : ""false""",QuestTaskStarted,,SpawnNpc,"{""weight"" : 1, ""spawnInfo"" : [
{""npcSpawnInfoId"" : 3020126}
]}",,,,,,,,,,,,,,,,,,,0,,0,
,,43,9910013020101,330201,330202,PartyDungeon,,9920013020125,0,230227,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"" : ""22195, 4560"",
""radius"" : 300,
""aggressive"" : true",22195,4560,22195,4560,,,QuestTaskStarted,,SpawnNpc,"""npcSpawnGroupIdList"" : ""3020303""",QuestTaskElapsedTime,"""operator"" : "">"",
""seconds"" : 20",SetNpcVisible,"""npcSpawnInfoIdList"" : ""3020125, 3020126"",
""visible"" : ""false""",QuestTaskEnded,,KillNpc,"""npcInfoIdList"" : ""40020096, 40020093""",,,,,,,,,79,,,,,,,,,,0,,0,
,,44,9910013020101,330201,330202,PartyDungeon,,9920013020113,0,,,,Fernel,9930013020104,9940013020108,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",22195,4560,22195,4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
,,45,9910013020101,330201,330202,PartyDungeon,,9920013020106,0,,,,ItemMerchant_01_02,9930013020103,9940013020109,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",22195,4560,22195,4560,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""PARTY_DUNGEON_QUEST_TEMPLEOFCREATION_11""",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
