# monster_name_map.tsv - auto-generated by extract_monster_names.py
# schema: 7 / 1774530945
# source: Data/Balance/MonsterVarieties.datc64 in Folders/data/6D/balance.datc64
# generated: 2026-03-30T14:30:01Z
marakethskeletonunarmed	Risen Maraketh
marakethskeletonunarmedsnakebossminion	Risen Maraketh
marakethskeletonunarmedstrongbox	Risen Maraketh
marakethzombie	Maraketh Undead
marakethzombiecorpse	Maraketh Undead
marauderclone	Clone
marauderfourcloneimmobile	Clone
marauderfourmirage	Mirage
marauderlightningclone	Clone
marauderreplicateclone	Clone
marshbruiser	Swamp Golem
mastodonboss	Ekbab, Ancient Steed
mastodonbossmap	The Bone Colossus
mastodonbossstandalone	The Bone Colossus
mdbaronwolfbloodburst	Invisible
mdcarrioncronewave	Invisible
mdfallengodfirebeam	Invisible
mdfallengodfirebeamsanctified	Invisible
mdgoblingiantstompspike	Invisible
mdgoldcrushlavaedge	Invisible
mdgoldcrushlavasunder	Invisible
mdgolemancertornado	Invisible
mdgolemancertornadowhitesand	Invisible
mdhighbornspore	Invisible
mdicyowlbosssnowball	Invisible
mdperennialkingobsidianstorm	Invisible
mdperennialkingobsidianstorm_	Invisible
mdperennialkingtornado	Invisible
mdritualwendigobossfistslammothball	Invisible
mdritualwendigobossvacuumblob	Invisible
mdsandstormtornado	Invisible
mdsharkbossfin	Invisible
mdsharkbossfishnado	Invisible
mdtitanbosslasertarget	Invisible
mdutlimatumomnitectwave	Invisible
mdvaalbossstatueballlightning	Invisible
mdvaalbossstatuelasercrisscrosstarget	Invisible
mdvaalbossstatuelasertarget	Invisible
mdvaalsunapparitionminisun	Invisible
mdvasemonsterbugs	Invisible
mechaqueenoffilfthtier3	Micata, the Remade
mediumetchedbeetlearmoureddull	Tarnished Scarab
mediumetchedbeetlearmouredtuskwide	Adorned Scarab
mediumetchedbeetlearmouredtuskwidesanctumtrial	Adorned Scarab
mediumetchedbeetlesummon	Volatile Scarab
meleespider	Vault Lurker
meleespideremergedrop	Vault Lurker
meleespideremergedrop_	Vault Lurker
meleespidersanctumtrial	Vault Lurker
meleeurchin1	Vile Imp
mercenaryfourcloneimmobile	Clone
mercenarylightningclone	Clone
mercurialarmouraxeshield	Unearthed Soldier
mercurialarmourcaster	Unearthed Runecaster
metadata/monsters/act2/forsakenson	Azarian, the Forsaken Son
metadata/monsters/act2/forsakensonmap	Hask, the Fallen Son
metadata/monsters/act2/forsakensonstandalone	Hask, the Fallen Son
metadata/monsters/anchorite/anchoriteflathead	Flathead Clubber
metadata/monsters/anchorite/anchoritemother	Pyromushroom Cultivator
metadata/monsters/anchorite/anchoritespawn_	Hunchback Clubber
metadata/monsters/anchorman/bloatedanchorman	Bloated Anchorman
metadata/monsters/animateditem/animatedweaponplayersummoned	Animated Weapon
metadata/monsters/apparitionboss/silentspiresapparition	Zarokh, the Temporal
metadata/monsters/apparitionboss/silentspiresapparitionstandalone	Zarokh, the Temporal
metadata/monsters/armadillodemon/armadillodemon	Antlion Charger
metadata/monsters/ascendancybatmonster/ascendancybat	Feral Bat
metadata/monsters/atlasbosses/demonclawboss/demonclawboss	The Arbiter of Ash
metadata/monsters/atlasbosses/demonclawboss/demonclawbossstandalone	The Arbiter of Ash
metadata/monsters/balbala/balbala	Balbala, the Traitor
metadata/monsters/balbala/balbalaclone_	Spirit of Balbala
metadata/monsters/balbala/balbalaclonemap	Spirit of Pirasha
metadata/monsters/balbala/balbalafog	Daemon
metadata/monsters/balbala/balbalafogstandalone	Daemon
metadata/monsters/balbala/balbalamap	Pirasha, the Forgotten Prisoner
metadata/monsters/balbala/balbalastandalone_	Pirasha, the Forgotten Prisoner
metadata/monsters/banesapling/banesapling	Bane Sapling
metadata/monsters/bansheeremake/witchhutbanshee	Areagne, Forgotten Witch
metadata/monsters/baron/baronbosscorruptedwolffogdaemon	Daemon
metadata/monsters/baron/baronbosscorruptedwolfform	Geonor, the Putrid Wolf
metadata/monsters/baron/baronbosscorruptedwolfformmap	Geonor, the Putrid Wolf
metadata/monsters/baron/baronbosscorruptedwolfformstandalone	Geonor, the Putrid Wolf
metadata/monsters/baron/baronbosshumanform	Count Geonor
metadata/monsters/baron/baronbosshumanformmap	Count Geonor
metadata/monsters/baron/baronbosshumanformwolf	Count Geonor
metadata/monsters/baron/baronbosshumanformwolfmap	Count Geonor
metadata/monsters/baron/baronminerpleb_	Crazed Guard
metadata/monsters/baron/baronminerplebthrower1	Crazed Guard
metadata/monsters/baron/baronminerplebthrower2	Crazed Guard
metadata/monsters/baron/baronwerewolfprowlersummon	Tendril Prowler
metadata/monsters/baron/baronwerewolfsummon	Court Werewolf
metadata/monsters/beehivebehemoth/fungusbehemoth	The Rotten Druid
metadata/monsters/beehivebehemoth/fungusbehemothmap	The Fungus Behemoth
metadata/monsters/beehivebehemoth/fungusbehemothstandalone	The Fungus Behemoth
metadata/monsters/beehivebehemoth/fungusbehemothvine	Daemon
metadata/monsters/bird/mutantbird	Scourge of the Skies
metadata/monsters/bird/mutantbirddog	Flesh Pup
metadata/monsters/bird2/mutantbird2	Chetza, the Feathered Plague
metadata/monsters/bird2/mutantbird2map	Chetza, the Feathered Plague
metadata/monsters/bird2/mutantbird2noultimatum	Scourge of the Skies
metadata/monsters/bird2/mutantbird2standalone	Chetza, the Feathered Plague
metadata/monsters/bird2/mutantbirddog2_	Plagueling
metadata/monsters/bird2/mutantbirddog2_standalone	Plagueling
metadata/monsters/bitterguy/bitterguyboss	Lachlann of Endless Lament
metadata/monsters/bitterguy/bitterguybosscruel	Lachlann of Endless Lament
metadata/monsters/bitterguy/bitterguybossmap	Connal, the Tormented
metadata/monsters/bitterguy/bitterguybossstandalone	Connal, the Tormented
metadata/monsters/bitterguy/bitterguychild1surge_	Calum, Weeping Child
metadata/monsters/bitterguy/bitterguychild2surge	Torcall, Sobbing Child
metadata/monsters/bitterguy/bitterguywifechasingdaemon	Daemon
metadata/monsters/bitterguy/bitterguywifeghost	Isabel, Mourning Wife
metadata/monsters/bitterguy/bitterguywifesurge	Isabel, Mourning Wife
metadata/monsters/blackjawsuperunique/blackjaw	Blackjaw, the Remnant
metadata/monsters/blackjawsuperunique/blackjawlightning	Stormgore, the Guardian
metadata/monsters/blackjawsuperunique/blackjawlightningmap	Stormgore, the Guardian
metadata/monsters/blackjawsuperunique/blackjawlightningstandalone	Stormgore, the Guardian
metadata/monsters/blackjawsuperunique/blackjawmap	Oloton, the Remorseless
metadata/monsters/blackjawsuperunique/blackjawstandalone	Oloton, the Remorseless
metadata/monsters/blackjawsuperunique/blackjawstandaloneexpedition	Oloton, the Remorseless
metadata/monsters/bloodbathers/bloodbatherdualwield/bloodbatherdualwield	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbatherdualwield/bloodbatherdualwieldstrongbox	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbatherdualwield/bloodbatherdualwieldultimatium	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbatherflail/bloodbatherflail	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbatherflail/bloodbatherflailpraying__	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbatherflail/bloodbatherflailstrongbox	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbatherflail/bloodbatherflailultimatium	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathermace/bloodbathermace	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathermace/bloodbathermacepraying	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathermace/bloodbathermacestrongbox	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathermace/bloodbathermaceultimatium	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathershield/bloodbathershield	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathershield/bloodbathershieldpraying	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathershield/bloodbathershieldstrongbox	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathershield/bloodbathershieldultimatium	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbatherspear/bloodbatherspear	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbatherspear/bloodbatherspearpraying	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbatherspear/bloodbatherspearstrongbox	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbatherspear/bloodbatherspearultimatium	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathersword/bloodbathersword	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathersword/bloodbatherswordpraying	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathersword/bloodbatherswordstrongbox	Bloodrite Guard
metadata/monsters/bloodbathers/bloodbathersword/bloodbatherswordultimatium	Bloodrite Guard
metadata/monsters/bloodbathers/vaalapparition/sunvaalapparition	Priest of the Sun
metadata/monsters/bloodchieftain/monkeychiefjungle	Alpha Primate
metadata/monsters/bloodclan/bloodclanbird	Sea-tribe Avian
metadata/monsters/bloodclan/bloodclanbirdfisherman	Sea-tribe Spearfisher
metadata/monsters/bloodclan/bloodclancaster	Sea-tribe Caster
metadata/monsters/bloodclan/bloodclandagger	Sea-tribe Daggerbearer
metadata/monsters/bloodclan/bloodclanharpooner	Sea-tribe Harpooner
metadata/monsters/bloodclan/bloodclankina	Sea-tribe Pouchbearer
metadata/monsters/bloodclan/bloodclantrapper	Sea-tribe Trapper
metadata/monsters/bloodclan/bloodclanvaulter	Sea-tribe Vaulter
metadata/monsters/bloodclan/bloodclanvillager	Sea-tribe Villager
metadata/monsters/bloodcultistdrones/bloodbathermage	Bloodrite Priest
metadata/monsters/bloodcultistdrones/bloodbathermagepraying_	Bloodrite Priest
metadata/monsters/bloodcultistdrones/bloodbathermagestrongbox	Bloodrite Priest
metadata/monsters/bloodcultistdrones/bloodbathermageultimatium	Bloodrite Priest
metadata/monsters/bloodfeverkarui/bloodfeverbloater	Blood-fevered Plaguespreader
metadata/monsters/bloodfeverkarui/bloodfeverblob	Blood-fevered Pustule
metadata/monsters/bloodfeverkarui/bloodfeverboar	Blood-fevered Tuskbeast
metadata/monsters/bloodfeverkarui/bloodfeverbutcher	Harano, the Meat Carver
metadata/monsters/bloodfeverkarui/bloodfeverbutcherspectre	Harano, the Meat Carver
metadata/monsters/bloodfeverkarui/bloodfeverdrunk	Blood-fevered Brew-breather
metadata/monsters/bloodfeverkarui/bloodfeverdrunklandmark	Blood-fevered Brew-breather
metadata/monsters/bloodfeverkarui/bloodfeverhook	Blood-fevered Hookman
metadata/monsters/bloodfeverkarui/bloodfeverkarui1haxe_	Blood-fevered Axeman
metadata/monsters/bloodfeverkarui/bloodfeverkarui1hmace	Blood-fevered Maceman
metadata/monsters/bloodfeverkarui/bloodfeverkarui2haxe	Blood-fevered Warrior
metadata/monsters/bloodfeverkarui/bloodfevermedicinewoman	Blood-fevered Wisewoman
metadata/monsters/bloodfeverkarui/bloodfeverpoi_	Blood-fevered Arsonist
metadata/monsters/bloodfeverkarui/bloodfeverspear	Blood-fevered Spearman
metadata/monsters/bloodfeverkarui/bloodfeverspearlandmark	Blood-fevered Spearman
metadata/monsters/bloodmonsters/bloodcarrier1	Blood Carrier
metadata/monsters/bloodmonsters/bloodcollector1__	Blood Collector
metadata/monsters/bloodmonsters/bloodcourtesan1	Courtesan
metadata/monsters/bloodmonsters/bloodcourtesanstrongbox	Courtesan
metadata/monsters/bloodmonsters/bloodcretin1	Blood Cretin
metadata/monsters/bloodmonsters/bloodcretinstrongbox	Blood Cretin
metadata/monsters/bogbodies/bogcorpsedefensivesummon	Bogfelled Commoner
metadata/monsters/bogbodies/bogcorpseoffensivesummon	Bogfelled Commoner
metadata/monsters/bogbodies/bogcorpseonehandaxe	Bogfelled Commoner
metadata/monsters/bogbodies/bogcorpsetwohandaxe	Bogfelled Commoner
metadata/monsters/bogbodies/bogcorpseunarmed	Bogfelled Slave
metadata/monsters/bonecultists/bonecultist_necromancer/bonecultist_necromancerboss	Iktab, the Deathlord
metadata/monsters/bonecultists/bonecultist_necromancer/bonecultist_necromancerbossmap	Lord of the Pit
metadata/monsters/bonecultists/bonecultist_necromancer/bonecultist_necromancerbossmapsolo	Lord of the Pit
metadata/monsters/bonecultists/bonecultist_necromancer/bonecultist_necromancerbosssoulorb	Iktab, the Deathlord
metadata/monsters/bonecultists/bonecultist_necromancer/bonecultist_necromancerbosssoulorblarge	Iktab, the Deathlord
metadata/monsters/bonecultists/bonecultist_necromancer/bonecultist_necromancerbosssoulorbvolatile_	Iktab, the Deathlord
metadata/monsters/bonecultists/bonecultist_necromancer/bonecultist_necromancerbossstandalone	Lord of the Pit
metadata/monsters/bonecultists/bonecultist_necromancer/bonecultistnecromancer	Lost-men Necromancer
metadata/monsters/bonecultists/bonecultist_zealots/bonecultistzealot01	Lost-men Zealot
metadata/monsters/bonecultists/bonecultist_zealots/bonecultistzealot02	Lost-men Zealot
metadata/monsters/bonecultists/bonecultist_zealots/bonecultistzealotabyssintro	Lost-men Zealot
metadata/monsters/bonecultists/bonecultist_zealots/bonecultistzealotsummoner_01	Lost-men Zealot
metadata/monsters/bonecultists/bonecultist_zealots/bonecultistzealotsummoner_02	Lost-men Zealot
metadata/monsters/bonecultists/bonecultist_zealots/bonecultistzealotsummonerabysspit	Lost-men Zealot
metadata/monsters/bonecultists/bonecultist_zealots/farudinlocustwarlock	Faridun Plaguebringer
metadata/monsters/bonecultists/bonecultists_beast/bonecultistbeast	Drudge Osseodon
metadata/monsters/bonecultists/bonecultists_savage/bonecultists_savage__	Lost-men Subjugator
metadata/monsters/bonecultists/bonecultists_shield/bonecultistshield	Lost-men Brute
metadata/monsters/bonegolem/bonegolemcultist	Carrion Reaper
metadata/monsters/bonestalker/tombstalker1	Bone Stalker
metadata/monsters/brainworm/dunelurker_	Dune Lurker
metadata/monsters/brainworm/dunelurkersanctumtrial	Dune Lurker
metadata/monsters/brainworm/dunelurkerstrongbox	Dune Lurker
metadata/monsters/bramblehulk/bramblehulk1	Bramble Hulk
metadata/monsters/breach/breachelitecorruptedelitebloater__	It That Lashes
metadata/monsters/breach/breachelitecorruptedeliteguard	It That Guards
metadata/monsters/breach/breachelitefallenlunarismonster__	It That Hates
metadata/monsters/breach/breachelitepaleelite1	It That Controls
metadata/monsters/breach/breachelitepaleelite2	It That Stalks
metadata/monsters/breach/breachfoddercorruptedeliteranger	It That Hunts
metadata/monsters/breach/breachfoddercorruptedelitetoothy__	It That Shreds
metadata/monsters/breach/breachfodderdemonicspikethrower	It That Creeps
metadata/monsters/breach/breachfodderhellscapedemonelite2	It That Suspects
metadata/monsters/breach/breachfodderhellscapepalefodder2	It That Claws
metadata/monsters/breach/breachoverseerboss/breachbossspider	It That Crawls
metadata/monsters/breach/breachoverseerboss/corpses/eshcorpse	Daemon
metadata/monsters/breach/breachoverseerboss/corpses/tulcorpse	Daemon
metadata/monsters/breach/breachoverseerboss/handportal	Daemon
metadata/monsters/breach/breachoverseerboss/handportalmega	Daemon
metadata/monsters/breach/breachoverseerboss/handportalwild	Daemon
metadata/monsters/breach/breachoverseerboss/handslamleft	Daemon
metadata/monsters/breach/breachoverseerboss/handslamright	Daemon
metadata/monsters/breach/breachoverseerboss/itthatreturned	Xesht, We That Are One
metadata/monsters/breach/monsters/fingerdemon/fingerdemon	It That Grasps
metadata/monsters/breach/monsters/fingersbat/fingersbat	It That Watches
metadata/monsters/breach/monsters/fingersbat/fingersbatemerge	It That Watches
metadata/monsters/breach/monsters/handspider/handspider	It That Crawls
metadata/monsters/breach/wildbreachboss/bellbreach	Flesh Bell
metadata/monsters/breach/wildbreachboss/wildbreachboss	Vruun, Marshal of Xesht
metadata/monsters/brinemaiden/brinemaiden	Brine Maiden
metadata/monsters/brinemaiden/brinemaidenclamencounter	Adelina, Guardian of the Pearl
metadata/monsters/bugbot/bugbotblack	Skitter Golem
metadata/monsters/bugbot/bugbotblacknoemerge	Skitter Golem
metadata/monsters/bugbot/bugbotrocky_	Skitter Golem
metadata/monsters/bugbot/bugbotrockynoemerge	Skitter Golem
metadata/monsters/bugbot/bugbotrockynoemergeplayersummoned	Skittering Stone
metadata/monsters/bugbot/bugbotrockynoemergesanctumtrial	Skitter Golem
metadata/monsters/bugbot/bugbotrockysanctumtrial	Skitter Golem
metadata/monsters/bugbot/bugbotsulphiteisleofkinlandmark	Skitter Golem
metadata/monsters/cageskeleton/cageskeleton_	Rattling Gibbet
metadata/monsters/carnivorousplanteater/oldforest/carnivorousplanteaterhammervine	Vicious Vine
metadata/monsters/carnivorousplanteater/oldforest/carnivorousplanteateroldforest_	The Brambleghast
metadata/monsters/carnivorousplanteater/oldforest/carnivorousplanteateroldforestkotmminion	The Brambleghast
metadata/monsters/carnivorousplanteater/oldforest/carnivorousplanteateroldforestmap	Rootgrasp, the Hateful Forest
metadata/monsters/carnivorousplanteater/oldforest/carnivorousplanteateroldforeststandalone	Rootgrasp, the Hateful Forest
metadata/monsters/carnivorousplanteater/oldforest/carnivorousplanteatertreevolatile__	Volatile Orchard
metadata/monsters/carnivorousplanteater/oldforest/carnivorousplanteatervineoldforest	Vicious Vine
metadata/monsters/carrionwing/carrionwing_	Luminous Spinefish
metadata/monsters/cauldroncrone/cauldroncrone	Filthy Crone
metadata/monsters/cauldroncrone/croneauradespair	Crone's Curse
metadata/monsters/cauldroncrone/croneauraenfeeble	Crone's Curse
metadata/monsters/cauldroncrone/croneauratempchains	Crone's Curse
metadata/monsters/cauldroncrone/croneauravulnerability	Crone's Curse
metadata/monsters/cavedweller/cavedweller	Tombshrieker
metadata/monsters/cavedweller/cavedwellersanctumtrial__	Tombshrieker
metadata/monsters/cavedweller/cavedwellerstrongbox	Tombshrieker
metadata/monsters/cenobite/cenobitebloater/cenobitebloater	Filthy First-born
metadata/monsters/cenobite/cenobitehighborn/cenobitehighborn	Foul Sage
metadata/monsters/cenobite/cenobitehighborn/cenobitepawn	Flathead Youngling
metadata/monsters/cenobite/cenobiteleash/cenobiteleash	Foul Blacksmith
metadata/monsters/cenobite/cenobiteslam/cenobiteslam	Foul Mauler
metadata/monsters/cenobite/cenobitestonethrower/cenobitestonethrower	Filthy Lobber
metadata/monsters/cenobite/cenobiteswarmugly/cenobiteswarm	Flathead Warrior
metadata/monsters/chaosgodgorilla/chaosgodgorilla_	Stoneclad Gorilla
metadata/monsters/chaosgodgorilla/chaosgodgorillainterlude	Stoneclad Gorilla
metadata/monsters/chaosgodgorilla/chaosgodgorillastrongbox	Stoneclad Gorilla
metadata/monsters/chaosgodjaguar/chaosgodjaguar_	Scute Lizard
metadata/monsters/chaosgodjaguar/chaosgodjaguarstrongbox	Scute Lizard
metadata/monsters/chaosgodowlboss/chaosgodowlboss__	Bahlak, the Sky Seer
metadata/monsters/chaosgodowlboss/chaosgodowlboss__standalone	Bahlak, the Sky Seer
metadata/monsters/chaosgodowlboss/chaosgodowlbossmap_	Bahlak, the Sky Seer
metadata/monsters/chaosgodowlboss/icyowlboss	Rakkar, the Frozen Talon
metadata/monsters/chaosgodowlboss/icyowlbossmap	Thraeven, Wing of Winter
metadata/monsters/chaosgodowlboss/icyowlbossstandalone	Rakkar, the Frozen Talon
metadata/monsters/chaosgodrangedfodder/chaosgodrangedfodder_	Petulant Stonemaw
metadata/monsters/chaosgodrangedfodder/chaosgodrangedfodderstrongbox	Petulant Stonemaw
metadata/monsters/chaosgodtriceratops/chaosgodtriceratops_	Crested Behemoth
metadata/monsters/chaosgodtriceratops/chaosgodtriceratopsstrongbox	Crested Behemoth
metadata/monsters/chaosgodtriheadbat/chaosgodtri-headbat_	Cerberic Bat
metadata/monsters/chaosgodtriheadbat/chaosgodtri-headbatinterlude	Cerberic Bat
metadata/monsters/chaosgodtriheadbat/chaosgodtri-headbatstrongbox	Cerberic Bat
metadata/monsters/chaosgodtriheadlizard/chaosgodtriheadlizard_	Saurian Servant
metadata/monsters/chaosgodtriheadlizard/chaosgodtriheadlizardstrongbox	Saurian Servant
metadata/monsters/chawmongrel/chawmongrel	Chaw Mongrel
metadata/monsters/chawmongrel/chawmongrelleash	Chaw Mongrel
metadata/monsters/chawmongrel/chawmongrelleashboss	Chaw Mongrel
metadata/monsters/chimerawetlandsboss/chimerawetlandsboss	Xyclucian, the Chimera
metadata/monsters/chimerawetlandsboss/chimerawetlandsbossstandalone	Xilozoma, the Maw-Beast
metadata/monsters/chimerawetlandsboss/chimerawetlandsbossstandaloneexpedition	Xilozoma, the Maw-Beast
metadata/monsters/chimerawetlandsboss/chimerawetlandspillar	Stone Pillar
metadata/monsters/clone/demoncloneimmobile	Clone
metadata/monsters/clone/druidfourcloneimmobile	Clone
metadata/monsters/clone/druidlightningclone	Clone
metadata/monsters/clone/duelistclone	Clone
metadata/monsters/clone/duelistfourcloneimmobile	Clone
metadata/monsters/clone/duelistlightningclone	Clone
metadata/monsters/clone/huntressfourcloneimmobile	Clone
metadata/monsters/clone/huntresslightningclone	Clone
metadata/monsters/clone/marauderclone	Clone
metadata/monsters/clone/marauderfourcloneimmobile	Clone
metadata/monsters/clone/marauderlightningclone	Clone
metadata/monsters/clone/mercenaryfourcloneimmobile	Clone
metadata/monsters/clone/mercenarylightningclone	Clone
metadata/monsters/clone/monkfourcloneimmobile_	Clone
metadata/monsters/clone/monklightningclone__	Clone
metadata/monsters/clone/rangerclone	Clone
metadata/monsters/clone/rangerfourcloneimmobile	Clone
metadata/monsters/clone/rangerlightningclone	Clone
metadata/monsters/clone/ripfromtimeclone	Vision
metadata/monsters/clone/shadowclone	Clone
metadata/monsters/clone/shadowfourcloneimmobile_	Clone
metadata/monsters/clone/shadowlightningclone__	Clone
metadata/monsters/clone/sorceressfourcloneimmobile_	Clone
metadata/monsters/clone/sorceresslightningclone	Clone
metadata/monsters/clone/templarclone	Clone
metadata/monsters/clone/templarfourcloneimmobile	Clone
metadata/monsters/clone/templarlightningclone	Clone
metadata/monsters/clone/warriorfourcloneimmobile	Clone
metadata/monsters/clone/warriorlightningclone	Clone
metadata/monsters/clone/werebearcloneimmobile_	Clone
metadata/monsters/clone/werewolfcloneimmobile	Clone
metadata/monsters/clone/witchclone	Clone
metadata/monsters/clone/witchfourcloneimmobile_	Clone
metadata/monsters/clone/witchlightningclone	Clone
metadata/monsters/clone/wyverncloneimmobile	Clone
metadata/monsters/companionbear/companionbearsummoned	[DNT] Companion Bear
metadata/monsters/constrictorcorpse/constrictorcorpse	Constricted Shambler
metadata/monsters/constrictorcorpse/constrictorcorpseranged_	Constricted Spitter
metadata/monsters/corpsewheel/plaguecorpsewheel	The Punished
metadata/monsters/corpsewheel/shipswheelremains	Impaled Mutineer
metadata/monsters/crabmonsters/crabcoconut	Coconut Crab
metadata/monsters/crazedcannibalpicts/pictbigmale	Cultist Brute
metadata/monsters/crazedcannibalpicts/pictfemalebow	Cultist Archer
metadata/monsters/crazedcannibalpicts/pictfemaledaggerdagger	Cultist Daggerdancer
metadata/monsters/crazedcannibalpicts/pictfemalestaff	Cultist Witch
metadata/monsters/crazedcannibalpicts/pictmaleaxe	Cultist Warrior
metadata/monsters/crazedcannibalpicts/pictmaleaxeaxe	Cultist Warrior
metadata/monsters/crazedcannibalpicts/pictmaleaxedagger	Cultist Warrior
metadata/monsters/crazedcannibalpicts/pictmaleaxeshield	Cultist Warrior
metadata/monsters/crazedcannibalpicts/voodoopole/voodoopole	Affliction Totem
metadata/monsters/crow/crowcarrion	Rotting Crow
metadata/monsters/crowbell/crowbellboss_	The Crowbell
metadata/monsters/crowbell/crowbellbossmap_	The Black Crow
metadata/monsters/crowbell/crowbellbossstandalone	The Black Crow
metadata/monsters/cyclopsspiderboss/cyclopsspiderboss	[DNT] CyclopsSpiderBoss
metadata/monsters/daemon/archnemesis/arcaneenchanteddaemon	Daemon
metadata/monsters/daemon/archnemesis/archnemesisdefenderreckoningdaemon	Daemon
metadata/monsters/daemon/archnemesis/archnemesisgraspingvinesdaemon	Daemon
metadata/monsters/daemon/archnemesis/archnemesislivingcrystalsdaemon	Daemon
metadata/monsters/daemon/archnemesis/bombardierdaemon	Daemon
metadata/monsters/daemon/archnemesis/flamewalkerdaemon	Daemon
metadata/monsters/daemon/archnemesis/frostwalkerdaemon	Daemon
metadata/monsters/daemon/archnemesis/lightningwalkerdaemon	Daemon
metadata/monsters/daemon/archnemesis/player/bombardierdaemon	Daemon
metadata/monsters/daemon/archnemesis/player/flamewalkerdaemon	Daemon
metadata/monsters/daemon/archnemesis/player/frostwalkerdaemon	Daemon
metadata/monsters/daemon/archnemesis/player/lightningwalkerdaemon	Daemon
metadata/monsters/daemon/artilleryplayer/summonartillerydaemon	Artillery Squad
metadata/monsters/daemon/chestdaemonbarrelexplodeburningground	Daemon
metadata/monsters/daemon/chestdaemonfreeze	Daemon
metadata/monsters/daemon/creepyhagdebuffdaemon	Daemon
metadata/monsters/daemon/deliriumanomalyondeathdaemon_	Daemon
metadata/monsters/daemon/deliriumcascadedaemon	Daemon
metadata/monsters/daemon/deliriumdestroycorpsedegendaemon	Daemon
metadata/monsters/daemon/deliriumdestroycorpseprojectiledaemon_	Daemon
metadata/monsters/daemon/deliriumdestroycorpsespawnmonsterdaemon	Daemon
metadata/monsters/daemon/deliriumfirestormondeathdaemon_	Daemon
metadata/monsters/daemon/deliriumflameblastondeathdaemon	Daemon
metadata/monsters/daemon/deliriumsummonvolatileondeathdaemon	Daemon
metadata/monsters/daemon/deliriumteleportandexplodedaemon_	Daemon
metadata/monsters/daemon/donothingdaemon	Boring
metadata/monsters/daemon/elderblenderdaemon	Daemon
metadata/monsters/daemon/fungalburstdaemon	Daemon
metadata/monsters/daemon/lightningcloneretaliationdaemon	Daemon
metadata/monsters/daemon/lightningcloneretaliationdaemon2	Daemon
metadata/monsters/daemon/mapmodelementalweaknessdaemon	Daemon
metadata/monsters/daemon/mapmodenfeebledaemon	Daemon
metadata/monsters/daemon/mapmodtemporalchainsdaemon	Daemon
metadata/monsters/daemon/olrothreliclaserdaemon	Creeping Fire
metadata/monsters/daemon/plantburstdaemon	Daemon
metadata/monsters/daemon/player/lightningcloneretaliationdaemon	Daemon
metadata/monsters/daemon/player/lightningcloneretaliationdaemon2	Daemon
metadata/monsters/daemon/playerisharbingersummonharbingermonstersdaemon	Daemon
metadata/monsters/daemon/ravenousswarmplayer/ravenousswarmplayersummoned	Ravenous Swarm
metadata/monsters/daemon/rustkingquestchestdaemon_	Daemon
metadata/monsters/daemon/shrines/shrinecolddaemon	Daemon
metadata/monsters/daemon/shrines/shrinecolddaemonplayer	Daemon
metadata/monsters/daemon/shrines/shrinefiredaemon_	Daemon
metadata/monsters/daemon/shrines/shrinefiredaemonplayer	Daemon
metadata/monsters/daemon/shrines/shrinelightningdaemon	Daemon
metadata/monsters/daemon/shrines/shrinelightningdaemonplayer	Daemon
metadata/monsters/deepdwellerboss/spikeddweller	Spiked Scuttler
metadata/monsters/deliriumencounter/lilyrothmum	Freya Hartlin
metadata/monsters/deliriumencounter/tangmazu__	Tangmazu
metadata/monsters/deliriumtangmazu/minions/deliriumminiondisgust	[DNT] DeliriumMinionDisgust
metadata/monsters/deliriumtangmazu/minions/deliriumminionfury	[DNT] DeliriumMinionFury
metadata/monsters/deliriumtangmazu/minions/deliriumminionmalice	[DNT] DeliriumMinionMalice
metadata/monsters/deliriumtangmazu/minions/deliriumminionrage	[DNT] DeliriumMinionRage
metadata/monsters/deliriumtangmazu/minions/deliriumminionspite	[DNT] DeliriumMinionSpite
metadata/monsters/deliriumtangmazu/tangmazuboss	[DNT] TangmazuBoss
metadata/monsters/demonspiders/blackstrider	Black Strider
metadata/monsters/demonspiders/blackstrideremerge	Black Strider
metadata/monsters/demonspiders/blackstrideremergeinterlude	Ashen Arachnid
metadata/monsters/demonspiders/blackstrideremergesanctumtrial	Black Strider
metadata/monsters/demonspiders/blackstridersanctumtrial	Black Strider
