# mod_name_map.tsv – generated by build_item_names.py
# generated: 2026-03-31T16:43:16Z
# columns: mod_id	name	gen_type(1=Prefix,2=Suffix,3=Unique)	tier_word
UniqueThornsDamageOnStun1		3	
UniqueLifeRecoupAppliesToEnergyShield1		3	
UniqueTailwindOnCriticalStrike1		3	
UniqueLoseTailwindOnHit1		3	
UniqueDamageGainedAsFirePerBlock1		3	
UniqueMaximumElementalResistances1		3	
UniqueMaximumElementalResistances2		3	
UniqueMaximumElementalResistances3		3	
UniqueMaximumElementalResistances4		3	
UniqueMaximumElementalResistances5		3	
UniqueMaximumElementalResistances6		3	
UniqueElementalResistancesPerPowerCharge1		3	
UniqueAdditionalElementalGemLevels1		3	
UniqueAdditionalElementalGemLevels2		3	
UniqueAdditionalElementalGemLevels3		3	
UniqueAdditionalElementalGemLevels4		3	
UniqueAdditionalElementalGemLevels5		3	
UniqueAdditionalElementalGemLevels6		3	
UniqueCriticalWeaknessOnSpellCrit1		3	
UniqueLifeLossReservesLife1		3	
UniqueArrowsFork1		3	
UniqueArrowsAlwaysPierceAfterForking1		3	
UniqueChaosDamageCanShock1		3	
UniqueAlwaysHits1		3	
UniqueMeleeSplash1		3	
UniqueLocalKnockback1		3	
UniqueSpellWitherOnHitChance1		3	
UniqueWitherNeverExpires1		3	
UniqueShrineBuffAlternating1		3	
UniqueFireShrine1		3	
UniqueLightningShrine1		3	
UniqueColdShrine1		3	
UniqueChaosShrine1		3	
UniqueMaximumValour1		3	
UniqueValourAlwaysMaximum1		3	
UniqueLocalChanceToBleed1		3	
UniqueLocalChanceToBleed2		3	
UniqueCannotUseWarcries1		3	
UniqueAttacksCountAsExerted1		3	
UniquePinAlmostPinnedEnemies1		3	
UniqueSpellAdditionalProjectilesInCircle1		3	
UniqueCannotBeLightStunned1		3	
UniqueCannotBeLightStunnedByDeflectedHits1		3	
UniqueNonChannellingAttackManaCost1		3	
UniqueAttackManaCost1		3	
UniqueNonChannellingAttackLightningDamage1		3	
UniqueAttackMinLightningDamage1		3	
UniqueAttackMaxLightningDamage1		3	
UniqueEvasionRatingPercentOnLowLife1		3	
UniqueDamageRemovedFromCompanion1		3	
UniqueNonChannellingSpellLifeCost1		3	
UniqueNonChannellingSpellDamage1		3	
UniqueNonChannellingSpellCriticalChance1		3	
UniqueLifeRegenerationRate1		3	
UniqueLifeRegenerationRate2		3	
UniqueSpiritPerMaximumLife1		3	
UniqueBuffSkillSpiritEfficiencyPerMaximumLife1		3	
UniqueMinionsHaveUnholyMight1		3	
UniqueCanEvadeAllDamageNotHitRecently1		3	
UniqueLeechEnergyShieldInsteadofLife1		3	
UniqueIgnoreHexproof1		3	
UniqueEnergyShieldRechargeOverride1		3	
UniqueShockEffect1UNUSED		3	
UniqueAttackSpeedPerOvercappedBlock1		3	
UniqueNonChannellingSpellsDoubleManaAndCrit1		3	
UniqueBlockChanceProjectiles1		3	
UniqueEnfeebleOnBlockChance1		3	
UniqueParriedCausesSpellDamageTaken1		3	
UniqueParryConvertToCold1		3	
UniqueParryStunModifiersApplyToFreeze1		3	
UniqueIncreasedAccuracyPercent1		3	
UniquePurpleShockEffect1		3	
UniqueParriedDebuffMagnitude1		3	
UniqueCriticalWeaknessOnParry1		3	
UniqueParryDamage1		3	
UniqueHitsTreatFireResistance1		3	
UniqueHitsTreatColdResistance1		3	
UniqueHitsTreatLightningResistance1		3	
UniqueWitherOnHitChance1		3	
UniqueWitherGrantsElementalDamageTaken1		3	
UniqueStrengthInherentBonusChange1		3	
UniqueDexterityInherentBonusChange1		3	
UniqueIntelligenceInherentBonusChange1		3	
UniqueGrantsCastLightningSpellOnHit1		3	
UniqueApplyCorruptedBloodOnBlock1		3	
UniqueBowDamageFromLifeFlaskCharges1		3	
UniqueImpaleOnCriticalHit1		3	
UniqueCriticalsCannotConsumeImpale1		3	
UniqueCannotRecoverAboveLowLifeExceptFlasks1		3	
UniqueLifeRecoveryRate1		3	
UniqueLifeRecoveryRate2		3	
UniqueLifeLeechChaosDamage1		3	
UniqueChaosInfusionFromCharge1		3	
UniqueConsumeEnduranceChargeAlwaysCrit1		3	
UniqueChaosDamagePerEnduranceCharge1		3	
UniqueConsumeFrenzyChargeAdditionalProjectile1		3	
UniqueRollCriticalChanceTwice1		3	
UniqueLocalAllDamageCanPin1		3	
UniqueFullyArmourBrokenShatterOnKill1		3	
UniqueCanActiveBlockAllDirections1		3	
UniqueAggravateIgnites1		3	
UniqueLocalChanceToAggravateBleed1		3	
UniqueCannotBeThrown1		3	
UniqueEnergyShieldGainedOnBlockBasedOnArmour1		3	
UniqueUnholyMightOnZeroEnergyShield1		3	
UniqueLocalArmourBreakOnDamage1		3	
UniqueParriedDebuffDuration1		3	
UniqueParriedDebuffDuration2		3	
UniqueProjectileParryInfiniteDistance1		3	
UniqueLocalIncreasedProjectileSpeed1		3	
UniqueLifeFlasksApplyToMinions1		3	
MinionsCannotDieWhileAffectedByYourLifeFlasks1		3	
UniqueAddedPhysicalToMinionAttacks1		3	
UniqueMaximumQualityOverride1		3	
UniqueMaximumQualityOverride2		3	
UniqueColdAddedAsFireChilledEnemy1		3	
UniqueMultipleCompanions1		3	
UniqueEnergyShieldAppliesElementalReduction1		3	
UniqueBlindOnPoison1		3	
UniquePoisonDuration1		3	
UniqueIgniteEffectAgainstFrozen1		3	
UniqueFreezeDamageIncreaseAgainstIgnited1		3	
UniqueColdFireSurgeOnReload		3	
UniqueTriggerPoisonToadOnKill		3	
UniqueTriggerInfusionOnReload		3	
UniqueLocalAlwaysMinimumOrMaximum1		3	
UniqueElementalPenetrationBelowZero1		3	
UniqueElementalPenetration1		3	
UniqueEnemyKnockbackDirectionReversed1		3	
UniqueSpellDamagePerManaSpent1		3	
UniqueManaCostPerManaSpent1		3	
UniqueCannotRecoverManaExceptRegen1		3	
UniqueLifeDegenerationPercentGracePeriod1		3	
UniqueLifeDegenerationPercentGracePeriod2		3	
UniqueLifeDegenerationPercentGracePeriod3		3	
UniqueLocalInfinitePoisonStackCount1		3	
UniqueRageRegeneration1		3	
UniqueNonherentRageLoss1		3	
UniqueChaosDamageMaximumLife1		3	
UniquePhysicalDamageMaximumLife1		3	
UniqueFlammabilityGemLevel1		3	
UniqueHypothermiaGemLevel1		3	
UniqueConductivityGemLevel1		3	
UniqueElementalWeaknessGemLevel1		3	
UniqueVulnerabilityGemLevel1		3	
UniqueDespairGemLevel1		3	
UniqueEnfeebleGemLevel1		3	
UniqueTemporalChainsGemLevel1		3	
UniqueGrantsHeraldOfAsh1		3	
UniqueGrantsHeraldOfIce1		3	
UniqueGrantsHeraldOfThunder1		3	
UniqueGrantsWitheringPresence1		3	
UniqueGrantsChaosInfusion1		3	
UniqueCharmGrantsMaximumRage1		3	
UniqueCharmGrantsPowerCharge1		3	
UniqueCharmGrantsFrenzyCharge1		3	
UniqueCharmDoubleArmourEffect1		3	
UniqueCharmOnslaughtDuringEffect1		3	
UniqueCharmStartEnergyShieldRecharge1		3	
UniqueCharmCreateConsecratedGround1		3	
UniqueCharmRecoverLifeBasedOnManaFlask1		3	
UniqueCharmRecoverManaBasedOnLifeFlask1		3	
UniqueCharmIgniteEnemiesInPresence1		3	
UniqueCharmEnemyExtraLightningDamageRoll1		3	
UniqueCharmRecoupChaosDamagePrevented1		3	
UniqueCharmRandomPossess1		3	
UniqueCharmOwlPossess1		3	
UniqueCharmSerpentPossess1		3	
UniqueCharmPrimatePossess1		3	
UniqueCharmBearPossess1		3	
UniqueCharmBoarPossess1		3	
UniqueCharmOxPossess1		3	
UniqueCharmWolfPossess1		3	
UniqueCharmStagPossess1		3	
UniqueCharmCatPossess1		3	
UniqueMaximumLifePerStackableJewel1		3	
UniqueAllResistancePerStackableJewel1		3	
UniqueMaximumSpiritPerStackableJewel1		3	
UniqueInsanity1		3	
UniqueFireDamageConvertToCold1		3	
UniqueFireDamageConvertToLightning1		3	
UniqueLightningDamageConvertToCold1		3	
UniqueColdDamageConvertToLightning1		3	
UniqueLightningDamageConvertToChaos1		3	
UniqueElementalDamageConvertToFire1		3	
UniqueElementalDamageConvertToCold1		3	
UniqueElementalDamageConvertToLightning1		3	
UniqueElementalDamageConvertToChaos1		3	
UniquePainAttunement1		3	
UniqueIronReflexes1		3	
UniqueBloodMagic1		3	
UniqueEldritchBattery1		3	
UniqueGiantsBlood1		3	
UniqueUnwaveringStance1		3	
UniqueIronGrip1		3	
UniqueIronWill1		3	
UniqueEverlastingSacrifice1		3	
UniqueRandomKeystoneFromTable1		3	
UniqueVivisectionPriceLife1		3	
UniqueVivisectionPriceMana1		3	
UniqueVivisectionPriceDefences1		3	
UniqueVivisectionPriceSpirit1		3	
UniqueVivisectionPriceMovementSpeed1		3	
UniqueVivisectionPriceDamage1		3	
UniqueGrantsBlinkSand1		3	
UniqueMultipleAnointments1		3	
UniqueElementalDamageGainedAsFire1		3	
UniqueElementalDamageGainedAsCold1		3	
UniqueElementalDamageGainedAsLightning1		3	
UniqueCannotEvade1		3	
UniqueLifeRegenerationWhileSurrounded1		3	
UniqueLessEnemiesToBeSurrounded1		3	
UniqueChillDuration1		3	
UniqueChillDuration2		3	
UniqueBleedEffect1		3	
UniquePoisonEffect1		3	
UniqueManaCostEfficiency1		3	
DemigodActorSizeInTown1		3	
DemigodsVirtue1		3	
DemigodsDuty1		3	
DemigodsLoyalty1		3	
DemigodsValor1		3	
DemigodsFortitude1		3	
DemigodsJudgement1		3	
DemigodItemFoundRarityIncrease1		3	
DemigodMovementVelocity1		3	
DemigodIncreasedSkillSpeed1		3	
DemigodLifeRegenerationRatePercentage1		3	
DemigodAllResistances1		3	
DemigodManaGainedOnKillPercentage1		3	
EssenceLocalRuneAndSoulCoreEffect1	of the Essence	2	
EssenceCorruptForTwoEnchantments1	of the Essence	2	
EssenceGrantedPassive	Essence's	1	
EssenceAbyssPrefix	Abyssal	1	
EssenceAbyssSuffix	of the Abyss	2	
EndgameRareMonsterVisuals		3	
MonsterDamageGainedAsFire1	of the Inferno	2	
PlayerMonsterDamageGainedAsFire1	of the Inferno	2	
MonsterDamageGainedAsCold1	of Frostbite	2	
PlayerMonsterDamageGainedAsCold1	of Frostbite	2	
MonsterDamageGainedAsLightning1	of Thunder	2	
PlayerMonsterDamageGainedAsLightning1	of Thunder	2	
MonsterIncreasedSpeed1	of Fleeting	2	
PlayerMonsterIncreasedSpeed1	of Fleeting	2	
MonsterCriticalStrikeChance1	of Incision	2	
PlayerMonsterCriticalStrikeChance1	of Incision	2	
MonsterStunDamageIncrease1	of the Brawler	2	
PlayerMonsterStunDamageIncrease1	of the Brawler	2	
MonsterExtraArmour1	of Endurance	2	
PlayerMonsterExtraArmour1	of Endurance	2	
MonsterExtraEvasion1	of the Blur	2	
PlayerMonsterExtraEvasion1	of the Blur	2	
MonsterExtraEnergyShield1	of Buffering	2	
PlayerMonsterExtraEnergyShield1	of Buffering	2	
MonsterAlwaysPoison1	of Venom	2	
PlayerMonsterAlwaysPoison1	of Venom	2	
MonsterAlwaysBleed1	of Bloodletting	2	
PlayerMonsterAlwaysBleed1	of Bloodletting	2	
MonsterBurningGroundOnDeath1	Heated	1	
PlayerMonsterBurningGroundOnDeath1	Heated	1	
MonsterBurningGroundOnDeathMinion1	TBD	3	
MonsterChilledGroundOnDeath1	Frosted	1	
PlayerMonsterChilledGroundOnDeath1	Frosted	1	
MonsterChilledGroundOnDeathMinion1	TBD	3	
MonsterShockedGroundOnDeath1	Electrocuting	1	
PlayerMonsterShockedGroundOnDeath1	Electrocuting	1	
MonsterShockedGroundOnDeathMinion1	TBD	3	
MonsterImmuneToStun1	of Stone Skin	2	
PlayerMonsterImmuneToStun1	of Stone Skin	2	
MonsterStunResilience1	of Stone Skin	2	
PlayerMonsterStunResilience1	of Stone Skin	2	
MonsterFireResistance1	of the Volcano	2	
PlayerMonsterFireResistance1	of the Volcano	2	
MonsterColdResistance1	of the Ice	2	
PlayerMonsterColdResistance1	of the Ice	2	
MonsterLightningResistance1	of the Tempest	2	
PlayerMonsterLightningResistance1	of the Tempest	2	
MonsterArmourPenetration1	of Shattering	2	
PlayerMonsterArmourPenetration1	of Shattering	2	
MonsterIncreasedAccuracy1	of Precision	2	
PlayerMonsterIncreasedAccuracy1	of Precision	2	
MonsterDamageGainedAsChaos1	of Armageddon	2	
PlayerMonsterDamageGainedAsChaos1	of Armageddon	2	
MonsterLifeRegenerationRatePercentage1	of the Hydra	2	
PlayerMonsterLifeRegenerationRatePercentage1	of the Hydra	2	
MonsterAdditionalProjectiles1	of Splintering	2	
PlayerMonsterAdditionalProjectiles1	of Splintering	2	
MonsterAreaOfEffect1	of Giants	2	
PlayerMonsterAreaOfEffect1	of Giants	2	
MonsterIgniteChanceIncrease1	of Ignition	2	
PlayerMonsterIgniteChanceIncrease1	of Ignition	2	
MonsterFreezeDamageIncrease1	of Freezing	2	
PlayerMonsterFreezeDamageIncrease1	of Freezing	2	
MonsterShockChanceIncrease1	of Shocking	2	
PlayerMonsterShockChanceIncrease1	of Shocking	2	
MonsterBurningGroundTrail1	of Flames	2	
PlayerMonsterBurningGroundTrail1	of Flames	2	
MonsterChilledGroundTrail1	of Ice	2	
PlayerMonsterChilledGroundTrail1	of Ice	2	
MonsterShockedGroundTrail1	of Electricity	2	
PlayerMonsterShockedGroundTrail1	of Electricity	2	
MonsterImmuneToSlow1	of Freedom	2	
PlayerMonsterImmuneToSlow1	of Freedom	2	
MonsterChaosResistance1	of Exile	2	
PlayerMonsterChaosResistance1	of Exile	2	
MonsterCannotLeech1	of Congealment	2	
PlayerMonsterCannotLeech1	of Congealment	2	
MonsterIsHexproof1	of Hexproof	2	
PlayerMonsterIsHexproof1	of Hexproof	2	
MonsterAdditionalChains1	of Chaining	2	
PlayerMonsterAdditionalChains1	of Chaining	2	
MonsterProjectilesGainDamage1	of Far Shot	2	
PlayerMonsterProjectilesGainDamage1	of Far Shot	2	
MonsterModReducedCritMulti1	of Obstruction	2	
PlayerMonsterModReducedCritMulti1	of Obstruction	2	
MonsterLastGasp1	TBD	1	
PlayerMonsterLastGasp1	TBD	1	
MonsterFlameBeacons1	TBD	1	
PlayerMonsterFlameBeacons1	TBD	1	
MonsterFrostBeacons1	TBD	1	
PlayerMonsterFrostBeacons1	TBD	1	
MonsterLightningBeacons1	TBD	1	
PlayerMonsterLightningBeacons1	TBD	1	
MonsterMinionFlameBeacons1		3	
MonsterMinionFrostBeacons1		3	
MonsterMinionLightningBeacons1		3	
MonsterStrongerMinions1	TBD	1	
PlayerMonsterStrongerMinions1	TBD	1	
MonsterMinionStrongerMinions1		3	
MonsterPhysicalDamageAura1	TBD	1	
PlayerMonsterPhysicalDamageAura1	TBD	1	
MonsterIncreasedSpeedAura1	TBD	1	
PlayerMonsterIncreasedSpeedAura1	TBD	1	
PlayerMonsterIncreasedSpeedAuraMinion1	TBD	1	
MonsterEnergyShieldAura1	TBD	1	
PlayerMonsterEnergyShieldAura1	TBD	1	
PlayerMonsterEnergyShieldAuraMinion1	TBD	1	
MonsterResistanceAura1	TBD	1	
PlayerMonsterResistanceAura1	TBD	1	
MonsterTemporalAura1	TBD	1	
PlayerMonsterTemporalAura1	TBD	1	
PlayerMonsterTemporalAuraMinion1	TBD	1	
MonsterHinderAura1	TBD	1	
PlayerMonsterHinderAura1	TBD	1	
MonsterPreventRecoveryAura1	TBD	1	
PlayerMonsterPreventRecoveryAura1	TBD	1	
MonsterImmuneAura1	TBD	1	
PlayerMonsterImmuneAura1	TBD	1	
MonsterImmuneAura2	TBD	1	
PlayerMonsterImmuneAura2	TBD	1	
MonsterImmuneAuraMinion2	TBD	1	
MonsterManaSiphonAura1	TBD	1	
PlayerMonsterManaSiphonAura1	TBD	1	
MonsterManaSiphonAura2	TBD	1	
PlayerMonsterManaSiphonAura2	TBD	1	
MonsterHealingNova1	TBD	1	
PlayerMonsterHealingNova1	TBD	1	
MonsterFlaskRemovalAura1	TBD	1	
PlayerMonsterFlaskRemovalAura1	TBD	1	
MonsterRevivesMinions1	TBD	1	
PlayerMonsterRevivesMinions1	TBD	1	
MonsterRevivesMinions2	TBD	1	
PlayerMonsterRevivesMinions2	TBD	1	
MonsterRevivesMinionsMinionMod1		3	
MonsterRevivesMinionsMinionMod2		3	
MonsterMinionsTakeLifeInstead1	TBD	1	
PlayerMonsterMinionsTakeLifeInstead1	TBD	1	
MonsterMinionsTakeLifeInsteadMinions1		3	
MonsterShroudWalker1	Shrouded	1	
PlayerMonsterShroudWalker1	Shrouded	1	
MonsterShroudWalker2	Shrouded	1	
PlayerMonsterShroudWalker2	Shrouded	1	
MonsterPeriodicEnrage1	Enraging	1	
PlayerMonsterPeriodicEnrage1	Enraging	1	
MonsterPeriodicEnrage2	Berserking	1	
PlayerMonsterPeriodicEnrage2	Berserking	1	
PlayerMonsterPeriodicEnrageMinion2	Berserking	1	
MonsterCorpseExploder1	TBD	1	
PlayerMonsterCorpseExploder1	TBD	1	
MonsterLightningMirage1	TBD	1	
PlayerMonsterLightningMirage1	TBD	1	
MonsterLightningMirage2	TBD	1	
PlayerMonsterLightningMirage2	TBD	1	
MonsterMagmaBarrier1	TBD	1	
PlayerMonsterMagmaBarrier1	TBD	1	
MonsterGlacialPrison1	TBD	3	
PlayerMonsterGlacialPrison1	TBD	3	
MonsterFlamewaller1	TBD	1	
PlayerMonsterFlamewaller1	TBD	1	
MonsterLightningStorms1	TBD	1	
PlayerMonsterLightningStorms1	TBD	1	
MonsterElementalWaller1	TBD	1	
PlayerMonsterElementalWaller1	TBD	1	
MonsterLivingCrystals1	TBD	3	
PlayerMonsterLivingCrystals1	TBD	3	
MonsterVolatilePlants1	TBD	1	
PlayerMonsterVolatilePlants1	TBD	1	
MonsterVolatilePlants2	TBD	1	
PlayerMonsterVolatilePlants2	TBD	1	
MonsterVolatileRocks1	TBD	1	
PlayerMonsterVolatileRocks1	TBD	1	
MonsterVolatileRocks2	TBD	1	
PlayerMonsterVolatileRocks2	TBD	1	
MonsterProximalTangibility1	Ethereal	1	
PlayerMonsterProximalTangibility1	Ethereal	1	
MonsterBombardier1	Ethereal	1	
PlayerMonsterBombardier1	Ethereal	1	
MonsterSoulEater1	Hungering	1	
PlayerMonsterSoulEater1	Hungering	1	
MonsterAbyssalCrystalMineWall1	TBD	1	
PlayerMonsterAbyssalCrystalMineWall1	TBD	1	
MonsterLesserEssenceModFire1	Essence of Flames	11	
MonsterLesserEssenceModCold1	Essence of Ice	11	
MonsterLesserEssenceModLightning1	Essence of Electricity	11	
MonsterLesserEssenceModSpeed1	Essence of Haste	11	
MonsterLesserEssenceModLife1	Essence of the Body	11	
MonsterLesserEssenceModMana1	Essence of the Mind	11	
MonsterLesserEssenceModDefences1	Essence of Enhancement	11	
MonsterLesserEssenceModPhysical1	Essence of Torment	11	
MonsterLesserEssenceModChaos1	Essence of Ruin	11	
MonsterLesserEssenceModAttack1	Essence of Battle	11	
MonsterLesserEssenceModCaster1	Essence of Sorcery	11	
MonsterLesserEssenceModAttribute1	Essence of the Infinite	11	
MonsterLesserEssenceTankiness1		11	
MonsterEssenceModFire1	Essence of Flames	11	
MonsterEssenceModCold1	Essence of Ice	11	
MonsterEssenceModLightning1	Essence of Electricity	11	
MonsterEssenceModSpeed1	Essence of Haste	11	
MonsterEssenceModLife1	Essence of the Body	11	
MonsterEssenceModMana1	Essence of the Mind	11	
MonsterEssenceModDefences1	Essence of Enhancement	11	
MonsterEssenceModPhysical1	Essence of Torment	11	
MonsterEssenceModChaos1	Essence of Ruin	11	
MonsterEssenceModAttack1	Essence of Battle	11	
MonsterEssenceModCaster1	Essence of Sorcery	11	
MonsterEssenceModAttribute1	Essence of the Infinite	11	
MonsterEssenceTankiness1		11	
MonsterGreaterEssenceModFire1	Essence of Flames	11	
MonsterGreaterEssenceModCold1	Essence of Ice	11	
MonsterGreaterEssenceModLightning1	Essence of Electricity	11	
MonsterGreaterEssenceModSpeed1	Essence of Haste	11	
MonsterGreaterEssenceModLife1	Essence of the Body	11	
MonsterGreaterEssenceModMana1	Essence of the Mind	11	
MonsterGreaterEssenceModDefences1	Essence of Enhancement	11	
MonsterGreaterEssenceModPhysical1	Essence of Torment	11	
MonsterGreaterEssenceModChaos1	Essence of Ruin	11	
MonsterGreaterEssenceModAttack1	Essence of Battle	11	
MonsterGreaterEssenceModCaster1	Essence of Sorcery	11	
MonsterGreaterEssenceModAttribute1	Essence of the Infinite	11	
MonsterGreaterEssenceTankiness1		11	
MonsterPerfectEssenceModFire1	Essence of Flames	11	
MonsterPerfectEssenceModCold1	Essence of Ice	11	
MonsterPerfectEssenceModLightning1	Essence of Electricity	11	
MonsterPerfectEssenceModSpeed1	Essence of Haste	11	
MonsterPerfectEssenceModLife1	Essence of the Body	11	
MonsterPerfectEssenceModMana1	Essence of the Mind	11	
MonsterPerfectEssenceModDefences1	Essence of Enhancement	11	
MonsterPerfectEssenceModPhysical1	Essence of Torment	11	
MonsterPerfectEssenceModChaos1	Essence of Ruin	11	
MonsterPerfectEssenceModAttack1	Essence of Battle	11	
MonsterPerfectEssenceModCaster1	Essence of Sorcery	11	
MonsterPerfectEssenceModAttribute1	Essence of the Infinite	11	
MonsterPerfectEssenceTankiness1		11	
MonsterLesserEssenceCritical1	Essence of Incision	11	
MonsterEssenceCritical1	Essence of Incision	11	
MonsterGreaterEssenceCritical1	Essence of Incision	11	
MonsterPerfectEssenceCritical1	Essence of Incision	11	
MonsterLesserEssenceModFireResist1	Essence of Insulation	11	
MonsterEssenceModFireResist1	Essence of Insulation	11	
MonsterGreaterEssenceModFireResist1	Essence of Insulation	11	
MonsterPerfectEssenceModFireResist1	Essence of Insulation	11	
MonsterLesserEssenceModColdResist1	Essence of Thawing	11	
MonsterEssenceModColdResist1	Essence of Thawing	11	
MonsterGreaterEssenceModColdResist1	Essence of Thawing	11	
MonsterPerfectEssenceModColdResist1	Essence of Thawing	11	
MonsterLesserEssenceModLightningResist1	Essence of Grounding	11	
MonsterEssenceModLightningResist1	Essence of Grounding	11	
MonsterGreaterEssenceModLightningResist1	Essence of Grounding	11	
MonsterPerfectEssenceModLightningResist1	Essence of Grounding	11	
MonsterLesserEssenceModSpeedCaster1	Essence of Alacrity	11	
MonsterEssenceModSpeedCaster1	Essence of Alacrity	11	
MonsterGreaterEssenceModSpeedCaster1	Essence of Alacrity	11	
MonsterPerfectEssenceModSpeedCaster1	Essence of Alacrity	11	
MonsterLesserEssenceModRarity1	Essence of Opulence	11	
MonsterEssenceModRarity1	Essence of Opulence	11	
MonsterGreaterEssenceModRarity1	Essence of Opulence	11	
MonsterPerfectEssenceModRarity1	Essence of Opulence	11	
MonsterLesserEssenceModAlly1	Essence of Command	11	
MonsterEssenceModAlly1	Essence of Command	11	
MonsterGreaterEssenceModAlly1	Essence of Command	11	
MonsterPerfectEssenceModAlly1	Essence of Command	11	
MonsterCorruptedEssenceHysteria	Essence of Hysteria	11	
MonsterCorruptedEssenceDelirium	Essence of Delirium	11	
MonsterCorruptedEssenceHorror	Essence of Horror	11	
MonsterCorruptedEssenceInsanity	Essence of Insanity	11	
MonsterCorruptedEssenceInsanityProxTrigger		3	
MonsterEssenceAbyss	Essence of the Abyss	11	
MonsterCorruptedEssenceTankiness1		11	
MapDroppedItemQuantityIncrease1	Plundering	3	
MapDroppedItemQuantityIncrease2	Plundering	3	
MapDroppedItemQuantityIncrease3	Plundering	3	
MapDroppedItemRarityIncrease1	Collector's	3	
MapDroppedItemRarityIncrease2	Collector's	3	
MapDroppedItemRarityIncrease3	Collector's	3	
MapDroppedGoldIncrease1	Bountiful	3	
MapDroppedGoldIncrease2	Bountiful	3	
MapDroppedGoldIncrease3	Bountiful	3	
MapExperienceGainIncrease1	Elevated	3	
MapExperienceGainIncrease2	Elevated	3	
MapExperienceGainIncrease3	Elevated	3	
MapPackSizeIncrease1	Breeding	3	
MapPackSizeIncrease2	Breeding	3	
MapPackSizeIncrease3	Breeding	3	
MapTotalEffectivenessIncrease1	Populated	3	
MapTotalEffectivenessIncrease2	Populated	3	
MapTotalEffectivenessIncrease3	Populated	3	
MapChestCountIncrease1	Salvager's	3	
MapMagicPackIncrease1	Teeming	3	
MapMagicPackIncrease2	Teeming	3	
MapMagicPackIncrease3	Teeming	3	
MapRarePackIncrease1	Brimming	3	
MapRarePackIncrease2	Brimming	3	
MapRarePackIncrease3	Brimming	3	
MapMagicRarePackIncrease1	Swarming	3	
MapMagicRarePackIncrease2	Swarming	3	
MapMagicRarePackIncrease3	Swarming	3	
MapMagicChestCountIncrease1	Archivist's	3	
MapMagicChestCountIncrease2	Archivist's	3	
MapMagicChestCountIncrease3	Archivist's	3	
MapRareChestCountIncrease1	Treasurer's	3	
MapRareChestCountIncrease2	Treasurer's	3	
MapRareChestCountIncrease3	Treasurer's	3	
MapMagicChestCount1	Archivist's	3	
MapMagicChestCount2	Archivist's	3	
MapMagicChestCount3	Archivist's	3	
MapRareChestCount1	Treasurer's	3	
MapRareChestCount2	Treasurer's	3	
MapRareChestCount3	Treasurer's	3	
MapMagicPackSizeIncrease1	Emboldening	3	
MapMagicPackSizeIncrease2	Emboldening	3	
MapMagicPackSizeIncrease3	Emboldening	3	
MapWildwoodWispEmpowered1		1	
MapSuffixesNullified1		1	
MapRareMonstersAdditionalModifier1	of Nemeses	2	
MapAdditionalShrine1	Devoted	3	
MapAdditionalStrongbox1	Antiquarian's	3	
MapAdditionalEssence1	Crystallised	3	
MapAdditionalExile1	of Anarchy	3	
MapAdditionalAzmeriWisp1	of the Azmeri	3	
MapGainRarityOnKill1		1	
MapMonsterAdditionalPacksUndead1	Hallowed	1	
MapMonsterAdditionalPacksUndead2	Hallowed	1	
MapMonsterAdditionalPacksUndead3	Hallowed	1	
MapMonsterAdditionalPacksBeasts1	Beastly	1	
MapMonsterAdditionalPacksBeasts2	Beastly	1	
MapMonsterAdditionalPacksBeasts3	Beastly	1	
MapMonsterAdditionalPacksEzomyte1	Rusted	1	
MapMonsterAdditionalPacksEzomyte2	Rusted	1	
MapMonsterAdditionalPacksEzomyte3	Rusted	1	
MapMonsterAdditionalPacksFaridun1	Faridun's	1	
MapMonsterAdditionalPacksFaridun2	Faridun's	1	
MapMonsterAdditionalPacksFaridun3	Faridun's	1	
MapMonsterAdditionalPacksVaal1	Sacrificial	1	
MapMonsterAdditionalPacksVaal2	Sacrificial	1	
MapMonsterAdditionalPacksVaal3	Sacrificial	1	
MapMonsterAdditionalPacksBaron1	Baron's	1	
MapMonsterAdditionalPacksBaron2	Baron's	1	
MapMonsterAdditionalPacksBaron3	Baron's	1	
MapMonsterAdditionalPacksPerennial1	Perennial's	1	
MapMonsterAdditionalPacksPerennial2	Perennial's	1	
MapMonsterAdditionalPacksPerennial3	Perennial's	1	
MapMonsterAdditionalPacksDoryani1	Doryani's	1	
MapMonsterAdditionalPacksDoryani2	Doryani's	1	
MapMonsterAdditionalPacksDoryani3	Doryani's	1	
MapMonsterAdditionalPackBramble1	Brambled	1	
MapMonsterAdditionalPackBramble2	Brambled	1	
MapMonsterAdditionalPackBramble3	Brambled	1	
MapMonsterDamageAsFire1	Infernal	1	
MapMonsterDamageAsFire2	Infernal	1	
MapMonsterDamageAsFire3	Infernal	1	
MapMonsterDamageAsCold1	Frostbitten	1	
MapMonsterDamageAsCold2	Frostbitten	1	
MapMonsterDamageAsCold3	Frostbitten	1	
MapMonsterDamageAsLightning1	Thunderous	1	
MapMonsterDamageAsLightning2	Thunderous	1	
MapMonsterDamageAsLightning3	Thunderous	1	
MapMonsterDamageIncrease1	Painful	1	
MapMonsterDamageIncrease2	Painful	1	
MapMonsterDamageIncrease3	Painful	1	
MapMonsterSpeedIncrease1	of Fleeting	3	
MapMonsterSpeedIncrease2	of Fleeting	3	
MapMonsterSpeedIncrease3	of Fleeting	2	
